patent_id	appyear
6370586	1998
6370598	2000
6370604	1999
6370624	2000
6370625	1999
6370633	1999
6370651	1996
6370685	1999
6372583	2000
6372607	1999
6372974	2001
6373111	1999
6373112	1999
6373268	1999
6373289	2000
6373310	2000
6373324	1999
6373481	1999
6373553	1999
6373572	1999
6373648	2000
6373715	1999
6373824	2000
6373855	1998
6374003	1999
6374020	1999
6374237	1996
6374278	1999
6374312	1998
6374317	1999
6374321	1999
6374350	2000
6374352	1999
6374377	1998
6374491	2000
6375408	1998
6375552	2000
6376268	1999
6376899	2000
6376919	2000
6377078	1999
6377103	2000
6377108	2000
6377121	2000
6377256	1998
6377274	1999
6377280	1999
6377303	1997
6377308	1996
6377457	2000
6377463	2000
6377576	1995
6377582	1998
6377700	1998
6377970	1998
6378048	1998
6378056	1998
6378061	1993
6378062	1997
6378063	1998
6378082	1999
6379979	2000
6380010	2001
6380530	2000
6380722	2000
6380758	2000
6380781	1999
6380946	1999
6380968	1998
6380980	1997
6381135	2001
6381136	2000
6381148	1998
6381357	1999
6381364	1996
6381658	1999
6381665	2000
6381678	1998
6381693	1998
6381722	1999
6381836	1998
6383894	2000
6383917	1999
6384394	1999
6384457	1999
6384481	1999
6384651	2000
6384658	2000
6384809	1999
6384820	1997
6384838	1995
6384872	1999
6385033	2000
6385094	2000
6385099	2001
6385211	1998
6385631	1998
6385634	1995
6385671	1999
6385688	1997
6385696	1999
6385703	1998
6385715	2001
6385718	1997
6385735	1997
6387572	1999
6388207	2000
6388315	2001
6388328	1998
6388372	2001
6388475	1999
6388503	2000
6388574	1996
6388679	1998
6388798	2001
6388912	2000
6388940	2000
6389149	1997
6389174	1996
6389412	1998
6389501	1999
6389533	1999
6389537	1999
6390475	1999
6392216	1999
6392271	1999
6392301	1999
6392466	1999
6392573	1997
6392652	1998
6392699	1998
6392712	2000
6392883	2000
6392887	1999
6392899	2000
6393089	2000
6393147	1998
6393169	1999
6393374	1999
6393525	1999
6393550	1995
6393556	1998
6393560	1999
6393579	1999
6394557	1998
6395995	2000
6396305	2001
6396309	2001
6396326	2000
6396476	1998
6396490	1998
6396510	1996
6396539	1998
6396705	2001
6396805	1997
6396816	1994
6397079	1999
6397291	2000
6397297	1999
6397301	1999
6397304	1999
6397316	1997
6397461	2000
6398588	1999
6399973	2000
6400015	2000
6400028	1998
6400176	1999
6400189	1999
6400206	2001
6400370	1999
6400631	2000
6400709	1998
6401115	2000
6401117	1999
6401144	1999
6401152	1999
6401153	1999
6401160	1999
6401172	1998
6401195	1998
6401201	1998
6401208	1998
6401210	1998
6402883	1999
6403394	2001
6403891	1998
6404047	2000
6404067	2000
6404234	2001
6404237	2000
6404456	1999
6404665	2000
6404812	1998
6404883	1998
6405233	1999
6405271	1996
6405307	1998
6406193	2000
6406981	2000
6406995	1999
6407001	2000
6407589	2000
6407591	2000
6407600	2000
6407682	2000
6407762	1997
6407850	2000
6407913	1999
6407916	2000
6407922	2000
6407929	2000
6408029	1999
6408080	1999
6408376	2000
6408378	2001
6408386	2001
6408387	1999
6408396	2001
6408398	1999
6408410	1997
6409349	2000
6410193	1999
6410359	2001
6410932	1998
6410982	1999
6410990	1997
6411122	2000
6411132	1999
6411156	1998
6411277	1998
6411424	2000
6411628	1998
6411696	1996
6412033	1998
6412038	2000
6412040	2000
6412049	1999
6412050	1999
6412060	2001
6412062	1999
6412067	1998
6412091	2001
6413849	1999
6414292	1999
6414358	2001
6414539	2001
6414994	1996
6415367	1999
6415388	1998
6415612	2001
6416185	1999
6417098	1999
6417462	2000
6417653	1997
6417675	2000
6417688	1999
6417720	2000
6417863	2000
6418037	2000
6418059	2000
6418124	1997
6418201	2000
6418472	1999
6418479	1998
6418486	1999
6418487	1999
6418493	1997
6418496	1997
6418498	1999
6418506	1996
6418521	1998
6418529	1998
6418538	1998
6418555	1998
6420185	1999
6420651	2001
6420894	1999
6420899	2000
6420912	2000
6420932	2001
6421097	1998
6421236	2000
6421269	2000
6421280	2000
6421289	2000
6421473	2000
6421728	1997
6421730	1999
6421733	1997
6421742	1999
6421765	1999
6421766	1998
6421769	1999
6421778	1999
6421785	1998
6421801	1999
6422303	2000
6422775	2001
6423570	2000
6423614	1998
6423615	1999
6424170	2001
6424175	2000
6424230	2000
6424392	2000
6424660	1997
6424926	2000
6425055	1999
6425062	1999
6425065	1997
6425067	1999
6425073	2001
6425086	1999
6425778	2001
6426176	1999
6426550	2001
6426651	2000
6426741	1999
6426746	1998
6426854	1998
6427113	1998
6427169	1999
6427191	1998
6427196	1999
6427206	1999
6428358	2000
6428936	1999
6429051	2001
6429064	2000
6429383	1999
6429389	2000
6429711	2000
6429726	2001
6429728	2000
6429732	2000
6429742	2001
6429865	1999
6429873	1999
6430043	2000
6430058	1999
6430069	1999
6430083	2000
6430118	1999
6430313	1998
6430526	1998
6430596	1999
6430628	1998
6430674	1998
6430679	1998
6430697	1999
6432798	2000
6432811	2000
6432821	2000
6433286	2000
6433600	1999
6433616	2000
6433624	2000
6433774	1998
6433785	1999
6433786	1999
6433790	1999
6433822	1998
6433844	2001
6434001	2000
6434016	2001
6434049	2000
6434073	2001
6434122	2001
6434289	2000
6434587	1999
6434592	1998
6434632	1999
6434639	1998
6434650	1998
6434653	1998
6434663	2000
6434671	1997
6434673	2000
6434676	1999
6434677	1999
6434692	2001
6434736	1999
6435876	2001
6435957	2000
6436318	2000
6436822	2000
6437383	2000
6437438	2000
6437444	2000
6437601	2000
6437783	1999
6437785	1999
6437903	2002
6437979	2000
6437982	2001
6437983	2001
6438178	1999
6438275	1999
6438276	2000
6438618	1998
6438622	1998
6438636	2001
6438650	1998
6438658	2000
6438660	1997
6438673	1999
6438674	1999
6438682	1998
6438686	1999
6438706	2001
6438709	1997
6438711	1998
6438728	1999
6438737	2000
6438825	1998
6439895	2001
6440770	2000
6441480	1999
6441637	2000
6441648	2001
6441649	2000
6441675	2000
6441676	2001
6441678	2002
6441816	1999
6441825	1999
6442069	2000
6442089	1999
6442188	1998
6442607	1998
6442632	2000
6442641	1999
6442645	1998
6442649	1999
6442674	1998
6442678	1998
6442697	2000
6442698	1998
6442700	1999
6442745	1999
6442746	1999
6443749	2000
6443814	2001
6445106	2000
6445170	2000
6445216	2001
6445220	2000
6445223	2000
6445230	2000
6445240	2001
6445316	2000
6445386	1999
6445576	2000
6445590	2000
6445678	1999
6445749	1998
6446016	1999
6446019	1998
6446046	1999
6446124	2000
6446153	1997
6446154	1999
6446174	2000
6446179	2000
6446195	2000
6446229	2000
6446235	1999
6446246	1999
6446258	1998
6446317	2000
6446873	2000
6447322	2000
6448168	2000
6448177	2001
6448185	2001
6448485	2001
6448746	2000
6448754	2000
6448802	1998
6448807	2001
6448811	2001
6448818	2000
6448824	2000
6448840	1999
6448848	2000
6448906	1999
6448978	1996
6449153	2000
6449163	1998
6449211	2001
6449213	2000
6449281	1997
6449308	1999
6449327	2000
6449380	2000
6449405	2000
6449637	1999
6449656	1999
6449669	1999
6449683	1999
6449694	1999
6449702	1999
6449706	1999
6449722	1998
6449735	1996
6449742	1999
6450699	2000
6452154	2000
6452247	1999
6452428	1999
6452438	2000
6452442	1995
6452494	1999
6452502	1999
6452610	1998
6452776	2000
6452797	1997
6452974	2000
6452975	1999
6453218	1999
6453373	1999
6453375	1999
6453388	1995
6453393	2000
6453421	1999
6453422	1999
6453427	1998
6455426	2000
6456016	2001
6456110	2000
6456121	1999
6456133	2000
6456146	2000
6456262	2000
6456301	2000
6456540	2001
6456544	2001
6456676	1999
6456978	2000
6457054	1997
6457068	1999
6457095	1999
6457119	1999
6457121	1999
6457129	1998
6457135	1999
6458495	2000
6458611	2001
6458667	2000
6459293	2000
6459316	2000
6459434	1999
6459450	1998
6459452	2000
6459455	1999
6459563	2001
6459573	2000
6459574	2000
6459576	2001
6459645	1999
6459737	1999
6460080	2001
6460107	1999
6460108	1999
6460119	1998
6460128	2001
6461169	2001
6461185	2001
6461891	1999
6461895	2000
6461954	2001
6462363	1999
6462438	2000
6462554	2000
6462583	2001
6462612	2001
6462791	1997
6462943	2000
6462948	2001
6462984	2001
6462990	2000
6463001	2000
6463004	2001
6463072	1999
6463138	2000
6463193	2000
6463272	1998
6463471	1998
6463494	1998
6463511	2000
6463522	1997
6463535	1998
6463554	1998
6463579	1999
6463580	1998
6464568	2000
6465358	2000
6466074	2001
6466201	1999
6466217	1999
6466226	2000
6466453	2001
6466464	1999
6466473	2001
6466549	1999
6466615	1999
6466775	1999
6466998	1999
6467000	1999
6467013	1999
6467027	1999
6467031	1999
6469379	2001
6469381	2000
6469482	2000
6469533	2000
6469550	1999
6469572	2001
6469579	2000
6469634	2000
6469646	2001
6469756	2000
6469893	2000
6469908	2002
6469953	2001
6470094	2000
6470104	2000
6470238	1999
6470370	2001
6470378	1999
6470422	2001
6470435	2000
6470444	1999
6470483	1999
6471170	2001
6472315	2001
6472612	2001
6472742	1999
6472899	2000
6473070	1998
6473305	2000
6473309	1997
6473326	2001
6473463	2001
6473522	2000
6473758	2000
6473780	1998
6473843	2001
6473853	1999
6473875	1999
6473897	1999
6474816	2000
6475293	2000
6475903	1993
6476477	2000
6477034	2001
6477041	2001
6477060	2000
6477086	2000
6477091	2001
6477252	1999
6477382	2000
6477600	1999
6477614	2000
6477645	1999
6477657	1999
6477674	1999
6479195	2000
6479391	2000
6479886	2000
6479895	2001
6479921	2002
6480032	1999
6480059	1999
6480370	1999
6480385	2001
6480417	2001
6480491	2000
6480632	1998
6480641	1999
6480667	1997
6480809	1999
6480835	1998
6480868	2001
6480939	2000
6480965	1999
6480993	1999
6482754	2001
6483363	2000
6483375	2001
6483445	1998
6483692	2000
6483702	1999
6483704	2001
6483742	1996
6483743	2001
6483954	2000
6483987	2000
6484092	2001
6484134	1999
6484188	1999
6484201	1999
6484239	1999
6484254	1999
6484255	1999
6484265	1998
6484309	1998
6485869	1999
6486051	1999
6486484	1999
6486589	2000
6486706	2000
6486710	2001
6486746	2000
6486791	2001
6486913	1999
6486915	1999
6486967	1998
6487093	2000
6487102	2000
6487131	1999
6487464	2000
6487577	1998
6487578	1997
6487610	2001
6487615	2002
6487626	2001
6487627	1999
6487630	1999
6487643	2000
6487647	1997
6487655	1999
6487669	1999
6487675	2001
6488542	2000
6488571	2000
6489185	2000
6489557	1999
6489655	2001
6489821	2001
6489955	1999
6490031	2000
6490157	1999
6490166	1999
6490167	1999
6490319	1999
6490322	1998
6490328	1999
6490521	2000
6490556	1999
6490628	1998
6490676	1999
6490703	1999
6491566	2001
6491806	2000
6492217	2000
6492261	2000
6492837	2000
6492843	2000
6493221	1998
6493223	2000
6493233	2001
6493250	2000
6493254	2001
6493493	2001
6493698	1999
6493791	1999
6493797	2000
6493806	2000
6493807	1999
6493820	2000
6493821	1998
6493861	1999
6493935	2000
6495397	2001
6495454	2001
6495470	1995
6495770	2000
6495897	2000
6495997	2001
6496038	2000
6496040	2001
6496046	2001
6496055	2000
6496132	2002
6496193	1999
6496291	2000
6496346	2000
6496371	2001
6496372	2001
6496402	2000
6496503	1999
6496538	1999
6496694	2000
6496790	2000
6496792	1998
6496888	1999
6496891	1999
6496894	1999
6496895	1999
6496923	1999
6496925	1999
6496980	1998
6498086	2001
6498305	2000
6498390	1998
6498498	2001
6498512	2001
6498514	2001
6498539	2000
6498605	1999
6498746	2001
6498824	1999
6499077	1999
6499085	2000
6499090	1999
6499102	1999
6501065	1999
6501092	1999
6501111	2000
6501166	2000
6501251	2001
6501256	2001
6501278	2001
6501290	1999
6501292	2000
6501464	2000
6501471	1999
6501488	1999
6501516	2000
6501518	1998
6501576	1999
6501655	2000
6501658	2001
6501664	2000
6501731	1999
6501841	1998
6501955	2000
6501999	1999
6502004	1999
6502115	2001
6502117	2001
6502126	1997
6502138	1998
6502146	2000
6502150	1998
6502154	1999
6502156	1999
6502170	2000
6502177	1999
6502218	1999
6503091	2001
6503672	2001
6504242	2001
6504412	2000
6504503	2001
6504526	1998
6504719	2001
6504721	2000
6504723	2001
6504725	2000
6504760	2001
6504965	2000
6504981	2001
6505148	2000
6505243	1999
6505251	1998
6505259	1999
6505262	1999
6505282	1997
6505293	1999
6505318	1999
6505343	1998
6505345	2000
6506073	1999
6506526	2001
6506652	1999
6506692	2001
6507061	2001
6507081	2001
6507182	2000
6507218	2000
6507219	2001
6507225	2001
6507295	2001
6507300	2001
6507350	1999
6507439	2000
6507496	2001
6507530	2001
6507531	2000
6507895	2000
6507904	2000
6507907	1999
6507915	1999
6507938	1999
6508584	2001
6509140	2000
6509276	2002
6509530	2001
6509618	2000
6509622	2000
6509640	2000
6509657	2000
6509726	2001
6509772	2000
6509780	2001
6509799	2000
6509855	2000
6509858	2000
6510033	2000
6510065	2001
6510077	2002
6510083	1997
6510092	2001
6510099	2001
6510315	1999
6510398	2000
6510413	2000
6510454	1999
6510472	1999
6510475	1999
6510477	2001
6510506	2000
6510521	1998
6510526	1999
6510550	1999
6510553	1998
6511236	1999
6511378	2000
6512241	2001
6512301	2001
6512401	1999
6512402	2001
6512406	1999
6512523	2000
6512541	1997
6512678	2001
6512682	2001
6512861	2001
6513159	2000
6514805	2001
6514879	1999
6515351	2001
6515358	2000
6515503	2002
6515513	2001
6515534	1999
6515555	2000
6515586	1998
6515660	1999
6515672	1999
6515862	2000
6515870	2000
6515871	1998
6515877	1998
6515901	2000
6515906	2000
6516352	1998
6516375	1999
6516381	1999
6516384	1999
6516386	1997
6516396	1999
6516405	1999
6516406	2000
6516414	1999
6518109	2002
6518155	1997
6518171	2001
6518184	2002
6518618	1999
6518796	2000
6518806	2001
6518817	2001
6518826	2001
6518833	1999
6518974	2001
6519002	1998
6519011	2000
6519134	2000
6519136	2002
6519153	2001
6519154	2001
6519176	2000
6519178	2002
6519310	2001
6519499	1999
6519550	2000
6519559	1999
6519664	2000
6519683	2000
6519685	1999
6519686	1998
6519707	2001
6519721	1999
6519735	1998
6519744	2000
6519751	2000
6521516	2001
6521845	1997
6521964	1999
6521996	2000
6522000	2002
6522165	2001
6522174	2001
6522180	2000
6522186	2001
6522357	1997
6522465	2001
6522538	2001
6522545	2002
6522568	2001
6522642	1998
6522812	2001
6522825	2000
6523006	1998
6523067	2002
6523092	2000
6523093	2000
6523098	1999
6523106	1998
6523126	1999
6523128	1999
6523253	2000
6523608	2000
6523801	2001
6524116	2001
6524237	1999
6524887	2001
6524897	2000
6525419	2002
6525599	2001
6525607	2000
6525608	2001
6525620	1999
6525683	2001
6525726	1999
6525727	1999
6525739	1999
6525769	1998
6525922	2000
6525944	2000
6526026	1997
6526068	2001
6526159	1998
6526166	1999
6526179	1999
6526366	2000
6526377	1999
6526381	1999
6526395	1999
6526431	1999
6526445	2001
6526479	2001
6526499	2001
6527159	2001
6528345	1999
6528380	2001
6528856	1998
6528865	1999
6528895	2001
6528904	2000
6529037	2001
6529045	1999
6529093	2001
6529119	1998
6529148	2002
6529149	2001
6529241	1998
6529365	2001
6529378	2001
6529385	1999
6529398	2001
6529442	2002
6529554	2000
6529628	2000
6529635	1997
6529861	1999
6529957	1998
6529968	1999
6529972	1999
6529980	1997
6529987	1999
6530006	2000
6530026	1997
6530061	1999
6530666	1999
6531668	2001
6531745	1999
6531896	1999
6531897	2000
6531974	2000
6532143	2000
6532162	2001
6532178	2002
6532194	2002
6532365	2000
6532506	1998
6532509	1999
6532526	2001
6533586	2000
6533613	1999
6534837	2000
6534860	1999
6534962	2000
6535006	2000
6535013	2000
6535045	1998
6535047	2001
6535104	2000
6535156	2000
6535206	2000
6535219	2000
6535381	2001
6535383	2001
6535385	2001
6535386	2000
6535387	2001
6535388	2001
6535395	2001
6535411	2000
6535423	2000
6535584	1999
6535648	1998
6535650	1998
6535798	1998
6535839	2000
6535840	2000
6535905	1999
6535956	1998
6535961	1997
6535988	1999
6536007	2000
6536025	2001
6536038	1999
6536669	2000
6536972	2001
6537019	2000
6537706	2000
6537913	2001
6538278	2000
6538464	2001
6538475	2000
6538497	2001
6538502	2000
6538517	2000
6538584	2000
6538586	2002
6538636	1999
6538649	1998
6538650	2000
6538676	1999
6538691	1999
6538888	2001
6539055	1999
6539345	1999
6539366	1998
6539408	1999
6539437	1998
6539449	2000
6539456	1999
6539469	1999
6539471	1998
6539480	1998
6539484	1997
6539541	1999
6539614	2002
6540946	2000
6541343	1999
6542006	2000
6542013	2002
6542098	2001
6542134	1999
6542158	2002
6542185	1998
6542367	2001
6542371	2000
6542557	2002
6542584	1998
6542610	1997
6542921	1999
6542941	1999
6542945	1999
6542966	1998
6542977	2000
6542979	1999
6542981	1999
6543022	1999
6543028	2000
6544047	2001
6545287	2001
6545346	2001
6545351	2000
6545448	2001
6545520	2001
6545522	2001
6545619	2001
6545627	2001
6545684	1999
6545724	1999
6545741	2001
6545888	2001
6546018	1999
6546042	2000
6546059	1999
6546437	1999
6546450	1999
6546462	1999
6547570	2001
6548313	2002
6548399	2001
6548417	2001
6549031	2001
6549037	2000
6549039	2000
6549040	2000
6549211	1999
6549233	1998
6549272	2000
6549407	2001
6549457	2002
6549482	2001
6549867	2000
6549967	1999
6549968	2000
6549984	1997
6549987	2000
6550001	1998
6550006	1999
6550008	1999
6550055	1998
6550531	2000
6550877	2001
6551120	1999
6552275	2001
6552425	1998
6552570	2001
6552600	2001
6552605	2002
6552726	1998
6552749	1999
6552887	2000
6552898	2000
6553360	1999
6553415	1999
6553438	2000
6553439	1999
6553449	2000
6553450	2000
6553467	1997
6553469	2002
6553483	1999
6553485	2002
6553488	1998
6553491	1999
6553507	1998
6553545	2000
6554433	2000
6555444	2002
6555746	2001
6555761	2000
6555805	2001
6555860	2001
6555906	2000
6555920	2001
6556022	2001
6556142	2001
6556203	2000
6556208	1999
6556242	2000
6556451	2000
6556452	2002
6556453	2000
6556471	2001
6556672	1999
6556709	1998
6556723	2001
6556745	2001
6556764	2001
6556962	1999
6557057	2001
6557060	2000
6557061	1998
6557065	1999
6557071	1998
6557081	2002
6557083	2000
6557095	1999
6557096	2000
6557142	2001
6557149	2001
6557172	1999
6558169	2001
6558181	2000
6559484	2000
6559492	2001
6559673	2002
6559680	1999
6559848	2000
6559953	2000
6560083	2000
6560114	2001
6560118	1998
6560139	2001
6560276	1998
6560286	1999
6560317	2002
6560577	2000
6560591	2000
6560603	1999
6560621	1997
6560657	1999
6560666	1999
6560667	1999
6560671	2000
6560682	1997
6560689	2000
6560690	2000
6560696	1999
6560706	1999
6560713	1998
6561267	2001
6561410	2002
6561820	2001
6562522	1999
6562653	2000
6562711	2002
6563042	1999
6563152	2000
6563210	2000
6563213	1999
6563337	2001
6563357	2001
6563369	2002
6563371	2001
6563374	2002
6563439	2000
6563536	1998
6563540	1999
6563544	1999
6563703	2000
6563802	1998
6563804	1998
6563948	1999
6564175	2000
6564267	1999
6564285	2000
6564298	2000
6564317	1999
6564328	1999
6564330	1999
6564331	1999
6564332	1998
6564335	2000
6564347	1999
6564357	2001
6564358	2000
6564371	1999
6564452	2001
6564811	2001
6564859	2001
6565369	1998
6565669	2000
6565730	1999
6566018	2001
6566280	2002
6566596	1997
6566611	2001
6566679	2002
6566716	2001
6566727	1999
6566737	1998
6566741	1999
6566755	1997
6566757	2000
6566848	2000
6566857	1999
6566903	1999
6566910	2001
6566913	2001
6566914	2002
6566915	2000
6566926	2002
6567016	1999
6567056	2001
6567070	1999
6567082	1999
6567155	2000
6567329	2001
6567337	2000
6567387	2000
6567414	1998
6567423	1999
6567467	1999
6567763	1999
6567768	2000
6567825	1999
6567836	1999
6567855	1998
6567866	1999
6567871	1999
6567883	1999
6567904	1995
6567952	2000
6567953	2000
6567959	2001
6567977	1999
6568417	2001
6568983	2000
6569256	2000
6569582	2001
6569705	2000
6570220	2000
6570225	2001
6570245	2000
6570247	1997
6570371	2002
6570440	2001
6570468	2001
6570573	2000
6570574	2000
6570764	1999
6570789	2000
6570875	1998
6570887	1999
6570911	1997
6570931	1999
6571144	1999
6571265	1999
6571269	1999
6571326	2001
6571333	1999
6571335	1999
6571339	1998
6571341	1999
6571359	1999
6571376	2002
6571385	1999
6572282	2001
6572389	2000
6572425	2001
6573503	2000
6573620	1997
6573660	2001
6573747	2001
6573755	2001
6573756	2001
6573764	2001
6573772	2000
6573777	2001
6573785	2002
6573801	2000
6573822	2001
6573847	2002
6573936	1998
6573946	2000
6574100	2000
6574141	2001
6574238	1999
6574278	1999
6574374	1999
6574577	2000
6574660	1999
6574663	1999
6574680	1999
6574689	2000
6574738	2002
6574777	2001
6574795	1999
6574963	2001
6575766	2002
6575774	2001
6576847	2000
6576921	2001
6577147	2001
6577179	1999
6577274	2001
6577333	2000
6577342	1998
6577442	2001
6577502	2000
6577504	2000
6577524	2002
6577542	2001
6577853	1999
6578076	1999
6578114	2002
6578116	2002
6578138	1999
6579666	2000
6579732	2001
6579771	2001
6579795	2002
6580174	2001
6580294	2001
6580305	1999
6580427	2000
6580435	2000
6580556	2000
6580608	2001
6580611	2002
6580619	2000
6580694	1999
6580695	2002
6580730	2000
6580837	1999
6580863	2001
6580906	1997
6581017	2001
6581148	1999
6581154	1999
6581159	1999
6581173	2001
6581196	2001
6583068	2001
6583648	2002
6583653	2000
6583987	2002
6584483	1999
6584509	1998
6584522	1999
6584526	2000
6584547	2001
6584549	2000
6584558	2002
6584573	1999
6584591	2000
6584597	2001
6584685	2001
6585427	2001
6585534	1998
6585925	2000
6586276	2001
6586294	2002
6586684	2001
6586726	2001
6586761	2001
6586822	2000
6586836	2000
6586843	2001
6587147	2000
6587323	1999
6587335	2000
6587373	2002
6587432	1999
6587511	2001
6587605	2001
6587800	2000
6587906	2003
6587912	1998
6587944	1998
6587947	1999
6587950	1999
6587988	1999
6587996	2000
6588866	2001
6588940	2002
6590271	2001
6590410	2002
6590418	2001
6590512	2001
6590762	2001
6590771	2001
6590801	2002
6590807	2001
6591058	1999
6591211	1999
6591237	1999
6591309	1999
6591319	2002
6591341	2000
6591342	1999
6591344	2002
6591352	2001
6591359	1998
6591400	2000
6592232	2001
6592433	1999
6593041	2001
6593549	2001
6593633	2000
6593650	2002
6593668	1999
6593672	2000
6593768	1999
6593776	2001
6593778	2000
6593793	2002
6593799	2001
6593810	2002
6593878	2001
6593924	1999
6593927	2001
6593930	1999
6593931	1999
6593940	1999
6594151	2001
6594152	1999
6594153	2000
6594302	1999
6594313	1998
6594329	1999
6594344	2000
6594392	1999
6594421	2000
6594556	1997
6594663	1999
6594665	2000
6594717	2002
6594722	2000
6594730	1999
6594734	1999
6594754	1999
6594756	1999
6594757	2000
6594769	2002
6594808	1999
6594825	1998
6594828	1998
6595022	2001
6595270	2001
6595798	1999
6595826	2001
6596562	2002
6596609	2000
6596614	2002
6596640	2002
6596646	2001
6596980	2001
6597009	2002
6597046	1999
6597190	2002
6597197	1999
6597198	2001
6597202	2001
6597223	2002
6597329	1999
6597358	1998
6597372	2002
6597373	2000
6597384	1999
6597398	1999
6597566	1999
6597569	2000
6597575	2002
6597605	2002
6597606	2002
6597623	2001
6597687	1998
6597690	1999
6597857	1999
6597859	1999
6598045	1998
6598065	1999
6598083	1999
6598085	2000
6598103	2001
6598109	1999
6598123	2000
6598133	2001
6598149	2000
6598154	1998
6598155	2000
6598156	1999
6598157	1999
6598159	2000
6598172	1999
6598199	2001
6598207	2000
6598211	2001
6599031	2001
6599808	2001
6599828	2001
6600144	2001
6600222	2002
6600233	2002
6600296	2001
6600340	2002
6600364	1999
6600389	2001
6600493	2000
6600652	2001
6600760	2000
6600833	1999
6600864	2000
6600869	1998
6601028	2000
6601077	2000
6601079	1997
6601082	1999
6601085	2000
6601103	1997
6601117	2000
6601121	2001
6601123	1999
6601155	2001
6601161	1998
6601166	1999
6601179	1999
6601196	2000
6601224	2000
6603093	2001
6603471	2001
6603480	1998
6603510	1997
6603768	1999
6603823	1999
6603893	2001
6604136	1999
6604152	1999
6604162	2000
6604179	2000
6604184	1999
6604186	1999
6604200	1997
6604923	2001
6605492	2000
6605498	2002
6605527	2001
6605549	2001
6605551	2000
6605845	1997
6605874	2001
6605875	1999
6605903	2000
6605952	2001
6605984	2002
6605992	2001
6606059	2000
6606094	2001
6606246	2001
6606328	1999
6606360	1999
6606398	1998
6606490	1999
6606584	1999
6606674	2000
6606679	2001
6606692	2002
6606704	1999
6606705	1999
6607862	2001
6607928	2000
6608501	2002
6608513	2001
6608515	2002
6608528	2001
6608529	2001
6608582	2002
6608602	2001
6608615	2000
6608627	1999
6608761	2000
6608775	2002
6608779	2000
6608786	2001
6608912	2002
6608940	2000
6608966	1996
6609151	1999
6609168	2000
6609170	1999
6609171	1999
6609188	2000
6609193	1999
6609195	2003
6609209	1999
6609234	2001
6609561	2001
6609928	2000
6610123	2001
6610362	2000
6610447	2001
6610595	2001
6610605	2001
6610615	2000
6611036	2001
6611181	2001
6611276	1999
6611284	1998
6611327	2001
6611377	2000
6611387	2000
6611419	2000
6611435	2002
6611448	2001
6611552	1999
6611555	2002
6611629	1997
6611801	2002
6611856	1999
6611863	2000
6611864	1999
6611866	1999
6611882	1999
6611900	2002
6611911	1999
6611918	1999
6611920	2000
6611944	2001
6611954	1998
6613100	1997
6614065	2002
6614118	1999
6614122	2000
6614136	2002
6614210	2001
6614271	2002
6614279	2001
6614296	2001
6614301	2002
6614317	2001
6614372	2002
6614441	2000
6614465	2001
6614551	1999
6614562	1999
6614657	2001
6614680	2002
6614709	2001
6615229	2000
6615282	1999
6615286	2000
6615299	2000
6615305	1999
6615306	1999
6615308	1999
6615319	2000
6615329	2001
6615348	1999
6615355	2001
6615366	1999
6615374	1999
6615379	1999
6615396	2000
6615403	2000
6615994	2001
6616471	2001
6616529	2000
6616533	2000
6617082	2001
6617177	2002
6617209	2002
6617210	2002
6617593	2000
6617681	1999
6617682	2000
6617683	2001
6617868	2000
6617874	2002
6617880	2000
6617888	2002
6617890	2002
6617891	2001
6617892	1998
6617895	2001
6617911	2001
6617918	2001
6617926	2002
6618005	2001
6618046	2000
6618244	2002
6618287	2002
6618313	2002
6618316	2001
6618342	1999
6618408	2001
6618433	2000
6618442	1999
6618482	2001
6618580	2001
6618770	2002
6618779	2000
6618790	2000
6618791	2000
6618814	2000
6618831	2000
6620512	2001
6620713	2002
6620741	2002
6621022	2002
6621055	2001
6621097	2002
6621131	2001
6621137	2000
6621168	2000
6621174	2002
6621287	2001
6621313	2002
6621314	2001
6621320	2001
6621323	2002
6621330	2002
6621342	2002
6621437	2002
6621445	2002
6621514	1998
6621698	2001
6621726	2001
6621760	2000
6621813	2001
6621852	2001
6621893	2001
6621967	2002
6622087	2000
6622194	2000
6622200	2000
6622212	1999
6622214	1999
6622215	2000
6622227	2000
6622232	2001
6622243	1999
6622244	1999
6622245	2000
6622250	1999
6622255	2000
6622256	2000
6622267	1999
6622268	2000
6622269	2000
6622294	2001
6622802	2001
6622905	2000
6623282	2001
6623290	2001
6623666	2000
6624032	2002
6624045	2001
6624127	2002
6624444	2002
6624457	2001
6624480	2001
6624535	2001
6624639	2001
6624643	2000
6624655	2002
6624659	2000
6624662	2000
6624674	2002
6624688	2002
6624690	1999
6624717	2001
6624718	2000
6624816	1999
6624817	1999
6624999	2001
6625021	2002
6625022	2001
6625052	2001
6625054	2001
6625208	1998
6625212	2000
6625288	2000
6625308	1999
6625631	2001
6625650	1999
6625654	1999
6625682	2000
6625687	2000
6625689	2002
6625693	1999
6625695	2002
6625696	2000
6625707	2001
6625708	1999
6625715	1999
6625716	2001
6625717	2002
6625721	1999
6625723	1999
6625724	2000
6625725	1999
6625744	1999
6625749	1999
6625756	1999
6625757	2000
6625768	2000
6625800	1999
6625802	2002
6626099	1999
6626593	2001
6626681	2002
6627362	2001
6627506	2001
6627538	2002
6627822	2001
6627978	2001
6628013	2000
6628108	2000
6628131	2000
6628143	2001
6628157	1997
6628168	2001
6628294	1999
6628331	1998
