patent_id	appyear
5329610	1992
5331414	1991
5332913	1991
5332930	1993
5333139	1992
5333166	1992
5333276	1991
5333279	1992
5333300	1991
5333307	1992
5334888	1993
5335321	1992
5335333	1991
5336456	1992
5337213	1992
5337275	1993
5339214	1993
5339272	1992
5339320	1991
5339399	1991
5339437	1993
5339442	1992
5340370	1993
5341045	1992
5341330	1993
5341339	1993
5343086	1992
5343416	1992
5343418	1992
5345109	1993
5345120	1993
5345363	1993
5345367	1992
5345424	1993
5345554	1992
5345576	1991
5347311	1993
5347450	1993
5347484	1994
5347489	1992
5347558	1993
5348826	1993
5349545	1992
5349823	1993
5350484	1992
5351085	1993
5351207	1992
5351241	1992
5352936	1993
5353256	1993
5353420	1992
5353431	1994
5354632	1992
5355464	1991
5355467	1994
5355504	1991
5357204	1993
5357455	1992
5357475	1992
5357512	1992
5357615	1991
5357628	1993
5358891	1993
5359225	1992
5359700	1993
5359723	1991
5359768	1993
5361343	1993
5361361	1993
5361370	1991
5362656	1994
5362996	1992
5363139	1992
5363335	1993
5365128	1993
5365552	1992
5366933	1993
5367339	1994
5367650	1992
5367651	1992
5367657	1992
5367659	1994
5367660	1994
5367679	1992
5367684	1992
5369311	1992
5369545	1993
5369616	1994
5369617	1993
5369643	1993
5369647	1991
5369651	1992
5369754	1994
5369769	1992
5371495	1992
5371772	1993
5371876	1993
5373508	1992
5373535	1993
5374859	1993
5375041	1992
5375212	1993
5375222	1992
5376935	1993
5377118	1994
5377145	1993
5377147	1993
5377199	1993
5379249	1994
5379308	1992
5379384	1993
5379396	1991
5379401	1994
5379413	1992
5379442	1993
5379443	1993
5381059	1993
5381127	1993
5381180	1993
5381363	1991
5381533	1994
5383192	1992
5384219	1993
5384502	1993
5384582	1993
5384692	1993
5384722	1993
5384772	1993
5384904	1992
5386088	1993
5386155	1993
5386211	1993
5386232	1993
5386233	1993
5386376	1994
5386388	1993
5386438	1993
5386515	1992
5386552	1994
5386582	1993
5386585	1993
5388233	1993
5388245	1993
5388248	1994
5388265	1993
5389581	1993
5389818	1993
5390146	1994
5390311	1993
5392186	1992
5392285	1993
5392318	1993
5392334	1993
5392417	1994
5392420	1993
5392437	1992
5394557	1992
5394936	1993
5396634	1992
5397746	1993
5398000	1994
5398075	1993
5398244	1993
5398262	1993
5398309	1993
5398317	1994
5399917	1993
5399918	1993
5400343	1992
5402152	1993
5402370	1993
5404171	1992
5404473	1994
5404494	1993
5407526	1993
5408235	1994
5408386	1994
5408470	1993
5408626	1993
5410263	1993
5410267	1993
5410544	1993
5410664	1993
5410683	1994
5410698	1993
5410707	1994
5410710	1993
5410726	1993
5412349	1992
5412793	1994
5412798	1993
5414221	1993
5414669	1993
5414709	1994
5414824	1993
5414828	1993
5414829	1993
5414848	1993
5416520	1993
5416782	1992
5416807	1993
5416912	1993
5416913	1994
5417803	1993
5418469	1994
5418479	1993
5418568	1994
5418911	1992
5418928	1993
5418934	1993
5418959	1992
5420051	1993
5420461	1994
5420939	1992
5420991	1994
5421021	1993
5421734	1993
5422523	1993
5422586	1993
5422704	1992
5422781	1993
5422845	1993
5422855	1994
5423014	1994
5423047	1993
5423697	1994
5424154	1993
5425074	1993
5426076	1993
5426391	1994
5426462	1994
5426772	1993
5428524	1994
5428565	1994
5428566	1993
5428579	1994
5428760	1992
5428811	1994
5430402	1994
5430595	1993
5430674	1994
5430677	1994
5430683	1994
5430793	1994
5430857	1993
5432469	1994
5432554	1993
5432900	1994
5434093	1994
5434531	1994
5434534	1993
5434804	1993
5434822	1994
5434892	1994
5434913	1993
5434987	1994
5434996	1993
5436576	1994
5436584	1993
5436585	1994
5436628	1993
5436666	1993
5436927	1993
5437020	1992
5437021	1992
5437039	1993
5438297	1992
5438546	1994
5438549	1994
5438677	1992
5440346	1993
5440350	1993
5440449	1994
5440505	1994
5440520	1994
5440592	1993
5442310	1994
5442586	1993
5442756	1992
5444022	1993
5444298	1994
5444602	1994
5444656	1994
5444856	1992
5444857	1993
5444909	1994
5445525	1994
5446408	1994
5446521	1994
5446839	1993
5446856	1994
5446867	1992
5446906	1993
5446912	1993
5446915	1993
5448297	1993
5448525	1994
5448577	1992
5448707	1994
5448711	1993
5448712	1994
5448717	1993
5450056	1993
5450363	1994
5450544	1994
5450565	1993
5450605	1993
5450608	1993
5452101	1992
5452235	1993
5452299	1993
5452311	1992
5452426	1994
5453708	1995
5454089	1993
5455501	1994
5455794	1995
5455800	1994
5455915	1993
5455924	1993
5455939	1994
5455957	1995
5457648	1994
5459355	1994
5459421	1994
5459518	1994
5459798	1993
5459845	1994
5463658	1994
5463744	1994
5463745	1993
5463748	1993
5463757	1994
5465216	1993
5465367	1994
5465860	1994
5466624	1994
5467295	1992
5467450	1994
5467460	1994
5469208	1994
5469222	1993
5469544	1992
5470772	1993
5470790	1994
5471155	1994
5471414	1993
5471522	1993
5471587	1992
5471601	1992
5471604	1992
5471605	1995
5471630	1993
5471633	1994
5471637	1995
5471672	1994
5472900	1993
5473190	1993
5473552	1994
5473692	1994
5473731	1993
5473753	1992
5473755	1992
5473756	1992
5473767	1992
5475565	1994
5475569	1995
5475633	1994
5475693	1994
5475824	1995
5475850	1993
5477418	1994
5479633	1992
5479636	1995
5479639	1994
5479641	1993
5479647	1993
5479652	1994
5481307	1994
5481697	1994
5481725	1993
5481731	1993
5483099	1994
5483102	1994
5483185	1994
5483188	1994
5483486	1994
5485211	1995
5485422	1994
5485611	1994
5485629	1995
5486766	1994
5487033	1994
5487133	1993
5488003	1993
5488257	1995
5488568	1993
5488570	1994
5488639	1993
5488728	1994
5489801	1995
5489805	1995
5489864	1995
5490102	1994
5490109	1994
5490247	1993
5490264	1993
5490265	1993
5490279	1993
5490280	1994
5491513	1994
5491666	1995
5491814	1993
5492235	1994
5493513	1994
5493514	1994
5493568	1995
5493667	1993
5493683	1992
5494439	1994
5495453	1994
5495473	1994
5495615	1993
5497119	1994
5497297	1994
5497354	1994
5497355	1994
5497456	1995
5497493	1993
5497938	1994
5498579	1994
5499050	1993
5499352	1993
5500948	1994
5501608	1993
5502653	1993
5503959	1993
5504670	1993
5504756	1993
5504875	1993
5505633	1994
5506756	1995
5506803	1994
5506832	1995
5506954	1993
5508643	1994
5508648	1994
5508942	1994
5508958	1994
5509089	1993
5509134	1993
5510740	1994
5511003	1994
5511069	1994
5511075	1994
5511195	1993
5511200	1993
5511226	1992
5513070	1994
5513136	1994
5513331	1995
5513333	1993
5513337	1994
5513338	1993
5513346	1993
5513361	1994
5513372	1993
5515296	1994
5515317	1994
5515516	1994
5515530	1993
5516346	1994
5517136	1995
5517138	1994
5517452	1995
5517651	1993
5517657	1994
5517665	1994
5519345	1995
5519436	1994
5519438	1994
5519439	1994
5519573	1994
5519580	1994
5519831	1994
5519842	1993
5519847	1993
5519864	1993
5519872	1993
5521854	1994
5522051	1994
5522057	1993
5522080	1994
5523705	1995
5523972	1994
5524110	1994
5524231	1993
5524233	1993
5524262	1995
5524263	1994
5524266	1994
5525795	1994
5525913	1994
5526217	1994
5526295	1994
5526311	1993
5526497	1995
5526510	1994
5527740	1994
5528166	1995
5528168	1995
5528238	1994
5528528	1995
5528762	1993
5530295	1995
5530439	1994
5530477	1994
5530612	1994
5530833	1995
5530858	1993
5530884	1994
5530932	1994
5531021	1994
5532090	1995
5532636	1995
5532915	1994
5532940	1994
5532945	1994
5532983	1992
5533112	1994
5533196	1994
5533200	1994
5534771	1994
5534774	1992
5535094	1995
5535138	1994
5535336	1995
5535340	1994
5535341	1994
5535343	1994
5535345	1994
5535347	1994
5535363	1994
5535369	1995
5535370	1993
5535397	1993
5535420	1994
5536675	1995
5536684	1994
5537068	1994
5537069	1995
5537338	1994
5537350	1993
5537357	1994
5537536	1995
5537560	1994
5537581	1993
5537597	1993
5537629	1994
5537640	1994
5537656	1994
5537660	1994
5537664	1996
5538141	1994
5538436	1994
5539337	1994
5539662	1994
5539663	1994
5539664	1994
5539690	1994
5539739	1994
5539828	1994
5539901	1995
5540346	1995
5541489	1994
5541662	1994
5541865	1995
5541886	1994
5542174	1994
5543734	1994
5544071	1993
5544092	1994
5544119	1995
5544239	1994
5544251	1994
5544300	1993
5544312	1994
5544356	1995
5545922	1995
5546016	1995
5546023	1995
5546042	1995
5546103	1993
5546385	1995
5546431	1994
5546434	1995
5546447	1994
5546531	1995
5546538	1993
5546539	1995
5546546	1994
5546548	1993
5546551	1994
5546561	1995
5546590	1994
5546596	1995
5546597	1994
5547417	1994
5548324	1994
5548549	1995
5548621	1994
5548730	1994
5548733	1994
5548734	1995
5548742	1994
5548767	1993
5548776	1993
5548793	1994
5548798	1994
5549784	1994
5550533	1994
5550595	1994
5550988	1994
5551005	1994
5551006	1993
5551044	1994
5552338	1995
5552803	1993
5552832	1994
5552960	1994
5553020	1995
5553030	1996
5553160	1994
5553256	1995
5553261	1994
5553275	1993
5553295	1994
5554064	1993
5555025	1995
5555158	1995
5555392	1993
5555398	1994
5555420	1993
5555423	1995
5555432	1994
5555436	1995
5555510	1994
5555517	1995
5555529	1995
5556807	1994
5556811	1995
5557075	1994
5557225	1994
5557330	1994
5557502	1995
5557724	1993
5557748	1995
5557749	1992
5558522	1995
5559717	1994
5559722	1994
5559745	1995
5559831	1995
5559946	1994
5559954	1995
5559965	1994
5559966	1993
5559974	1995
5559977	1994
5559986	1994
5559988	1995
5560001	1995
5560002	1995
5560022	1994
5560025	1993
5560034	1995
5560039	1996
5561274	1993
5561780	1993
5561782	1994
5561783	1995
5561814	1993
5563769	1994
5563828	1994
5563843	1995
5564022	1994
5564035	1994
5564056	1994
5564111	1994
5565038	1991
5565759	1994
5566125	1995
5566194	1995
5566238	1994
5566250	1995
5566298	1994
5567981	1993
5568192	1995
5568552	1995
5568569	1994
5568598	1994
5568620	1993
5570034	1994
5570050	1996
5570306	1994
5570317	1994
5570363	1994
5572110	1994
5572198	1994
5572232	1993
5572234	1995
5572465	1995
5572649	1993
5572654	1994
5572683	1995
5572692	1993
5572700	1993
5572702	1994
5572703	1994
5572707	1995
5572718	1994
5574449	1995
5574733	1995
5574850	1996
5574857	1994
5574867	1994
5574868	1993
5574869	1996
5574871	1994
5574872	1994
5574879	1995
5574880	1994
5574888	1993
5574892	1995
5574923	1993
5574934	1994
5574935	1994
5574937	1995
5574940	1995
5574942	1996
5576636	1995
5577027	1995
5577194	1995
5577200	1995
5577217	1996
5577219	1994
5579254	1995
5579349	1993
5579389	1994
5579522	1995
5579530	1995
5580807	1993
5581207	1995
5581497	1994
5581594	1996
5581702	1993
5581712	1994
5581717	1994
5581718	1994
5581723	1993
5581768	1995
5581782	1995
5583067	1996
5583458	1995
5583536	1994
5583569	1994
5583739	1995
5583786	1993
5584001	1995
5584017	1995
5584037	1995
5584038	1996
5585852	1995
5586081	1995
5586270	1993
5586276	1994
5586277	1995
5586278	1996
5586285	1993
5586307	1993
5586332	1993
5587650	1994
5587957	1995
5588126	1995
5588728	1995
5589422	1993
5589790	1995
5589829	1994
5590064	1994
5590128	1995
5590254	1994
5590289	1995
5590297	1994
5590312	1994
5590341	1994
5590342	1994
5590359	1994
5590368	1995
5592111	1994
5592399	1993
5592425	1995
5592435	1995
5592547	1994
5592610	1994
5592641	1993
5592669	1995
5594356	1995
5594360	1996
5594686	1995
5594691	1995
5594866	1996
5594882	1995
5595526	1994
5595843	1995
5596489	1994
5596734	1995
5598113	1995
5598114	1995
5598466	1995
5598511	1992
5598565	1993
5600230	1994
5600375	1994
5600603	1995
5600781	1996
5600797	1994
5600806	1994
5602502	1995
5602719	1995
5602794	1995
5602878	1994
5602902	1995
5602992	1993
5603010	1995
5603014	1995
5603016	1994
5603036	1993
5603037	1993
5603412	1996
5603619	1995
5604158	1996
5604330	1994
5604333	1994
5604432	1993
5604450	1995
5604542	1995
5604753	1994
5604873	1994
5604875	1994
5604877	1994
5604878	1995
5604880	1996
5604904	1994
5605463	1994
5606599	1994
5606670	1996
5606672	1995
5606674	1995
5606676	1995
5606704	1994
5607883	1996
5608261	1994
5608450	1996
5608651	1995
5608652	1995
5608669	1996
5608679	1996
5608741	1993
5608885	1994
5610801	1995
5611054	1995
5611943	1995
5612254	1992
5612892	1996
5612898	1995
5612909	1994
5612911	1995
5612916	1996
5612991	1995
5613071	1995
5613075	1996
5613083	1994
5613128	1996
5613132	1993
5614764	1995
5614940	1994
5614948	1996
5615325	1994
5615343	1994
5615385	1995
5615404	1994
5617294	1995
5617534	1996
5617554	1994
5617576	1995
5618643	1995
5619071	1995
5619226	1994
5619396	1995
5619502	1994
5619511	1996
5619660	1994
5619664	1995
5619668	1994
5619673	1996
5619705	1996
5619706	1995
5619726	1994
5620816	1995
5620916	1995
5621245	1996
5621360	1995
5621613	1996
5621674	1996
5621686	1995
5621687	1995
5621690	1995
5621739	1996
5621798	1995
5621886	1995
5621892	1995
5621900	1995
5621901	1994
5621904	1995
5622511	1995
5623198	1995
5623589	1995
5623610	1994
5623620	1993
5623628	1994
5623644	1994
5623647	1995
5623683	1992
5625166	1994
5625217	1995
5625303	1995
5625582	1995
5625779	1994
5625788	1994
5627413	1995
5627736	1995
5627788	1995
5627789	1995
5627936	1995
5627984	1996
5627985	1994
5627991	1996
5629547	1995
5629608	1994
5629719	1994
5630052	1996
5630075	1995
5630083	1996
5630093	1996
5630094	1995
5630102	1994
5630107	1994
5630146	1995
5630147	1996
5630148	1996
5631741	1995
5631967	1994
5633102	1995
5633202	1996
5633631	1994
5633654	1995
5633805	1994
5633932	1995
5634036	1995
5634043	1994
5634114	1995
5634117	1993
5634131	1994
5635083	1995
5635316	1995
5635862	1995
5636347	1996
5636362	1994
5636374	1995
5637018	1994
5638007	1995
5638068	1995
5638370	1994
5638382	1994
5638525	1995
5638529	1995
5638541	1995
5638542	1996
5639681	1995
5640083	1995
5640509	1995
5640519	1995
5640520	1995
5640528	1995
5640529	1996
5640533	1995
5640542	1996
5640543	1996
5640571	1995
5640582	1994
5641978	1995
5641990	1995
5642263	1996
5642306	1996
5642324	1995
5642494	1994
5643000	1996
5644262	1996
5644711	1995
5644773	1994
5644784	1995
5646441	1996
5646558	1995
5646618	1995
5646696	1996
5646822	1995
5646866	1995
5648814	1995
5649142	1995
5649224	1993
5650715	1996
5650941	1995
5651001	1994
5651137	1995
5652530	1995
5652601	1995
5652894	1995
5652895	1995
5654232	1996
5654656	1996
5654988	1995
5655066	1996
5655125	1995
5655127	1996
5656962	1996
5657253	1992
5657442	1996
5657475	1996
5659679	1995
5659689	1994
5660321	1996
5661675	1995
5661731	1996
5662262	1995
5663553	1995
5663896	1994
5663918	1995
5663923	1995
5663951	1995
5664095	1994
5664117	1996
5664122	1996
5664137	1995
5664153	1995
5664197	1995
5664198	1994
5665296	1995
5666004	1996
5666137	1994
5666267	1994
5666298	1996
5666504	1995
5666521	1996
5666537	1994
5666556	1996
5667388	1994
5668034	1996
5668389	1994
5668594	1995
5668738	1996
5668760	1996
5668766	1996
5668949	1995
5668985	1994
5669003	1994
5669014	1994
5669783	1994
5670825	1995
5671121	1996
5671179	1996
5671342	1994
5671383	1995
5671388	1995
5671396	1994
5671411	1995
5671413	1994
5671421	1994
5671422	1995
5671435	1995
5671444	1996
5672095	1995
5672997	1996
5673065	1995
5673388	1996
5673393	1996
5673427	1996
5675511	1995
5675512	1996
5675526	1996
5675794	1996
5675824	1995
5675825	1995
5677862	1996
5677869	1995
5678009	1996
5678020	1996
5678025	1995
5678049	1994
5679982	1996
5680408	1994
5680565	1993
5680572	1996
5680609	1994
5682179	1994
5682208	1994
5682497	1996
5682498	1996
5682512	1995
5682516	1994
5684534	1993
5684544	1995
5684741	1995
5684752	1996
5684971	1996
5685477	1995
5686759	1995
5687279	1994
5687338	1995
5687360	1995
5687371	1995
5688409	1996
5689674	1995
5689710	1995
5689800	1995
5691569	1995
5691775	1995
5691883	1995
5692035	1996
5692138	1996
5692148	1994
5692164	1996
5692167	1996
5692202	1995
5693564	1994
5694148	1994
5694149	1994
5694163	1996
5694291	1996
5694439	1995
5694553	1995
5694555	1996
5694574	1996
5694589	1995
5694607	1996
5696699	1995
5696711	1995
5696768	1996
5696800	1995
5696910	1995
5696917	1994
5696929	1995
5696935	1992
5696940	1995
5696949	1995
5696953	1996
5696965	1994
5696970	1996
5696976	1996
5696977	1996
5696993	1993
5699227	1996
5699229	1996
5699277	1996
5699307	1996
5699458	1995
5699530	1995
5699537	1995
5699540	1995
5699542	1994
5699543	1995
5699548	1995
5699612	1996
5700383	1995
5700602	1995
5701266	1996
5701272	1996
5701420	1996
5701438	1995
5701442	1995
5701447	1995
5701464	1995
5701476	1994
5701496	1996
5701501	1993
5701503	1994
5701504	1994
5701508	1995
5702256	1995
5703496	1996
5703803	1996
5703966	1995
5704035	1996
5705942	1995
5706054	1995
5706178	1996
5706218	1996
5706444	1996
5706471	1995
5706484	1995
5706485	1995
5706492	1996
5706509	1995
5707247	1995
5708291	1995
5708296	1996
5708799	1996
5708815	1995
5708843	1995
5708846	1995
5708849	1997
5710450	1994
5710602	1995
5710884	1995
5710895	1996
5710902	1995
5710930	1995
5712578	1995
5712682	1996
5712800	1997
5712826	1996
5712857	1995
5712914	1995
5712988	1996
5712998	1996
5713041	1996
5713044	1995
5714413	1995
5714418	1995
5714870	1996
5714907	1996
5715201	1996
5715423	1994
5715428	1996
5715475	1994
5715476	1995
5717229	1996
5717436	1994
5717560	1996
5717716	1995
5717863	1995
5717873	1996
5717882	1996
5717889	1995
5717898	1995
5717908	1994
5717923	1994
5718282	1996
5719085	1995
5719436	1995
5719447	1995
5719510	1996
5719737	1996
5719800	1995
5721454	1995
5721822	1995
5721852	1996
5721855	1996
5721857	1996
5721860	1996
5721875	1993
5721882	1997
5721890	1996
5721892	1995
5721922	1994
5721927	1996
5721934	1997
5721955	1996
5723987	1996
5723995	1995
5724027	1995
5724103	1995
