patent_id	mainclass_id
6392712	348
6392883	165
6392883	174
6392883	361
6392887	165
6392887	174
6392887	257
6392887	361
6392899	248
6392899	361
6392899	439
6393089	377
6393147	345
6393147	382
6393169	385
6393374	374
6393374	702
6393525	711
6393550	712
6393556	712
6393560	714
6393560	713
6393579	712
6393579	713
6394557	348
6394557	382
6395995	174
6396305	326
6396309	327
6396326	327
6396476	345
6396490	345
6396510	348
6396510	715
6396539	348
6396705	211
6396705	361
6396705	439
6396805	709
6396805	370
6396816	348
6396816	370
6396816	379
6397079	455
6397291	711
6397297	711
6397301	711
6397304	711
6397316	711
6397461	29
6398588	333
6398588	439
6399973	257
6399973	438
6400015	257
6400028	257
6400176	326
6400176	327
6400189	326
6400189	327
6400206	326
6400206	327
6400370	345
6400631	365
6400709	370
6400709	379
6401115	709
6401117	709
6401144	710
6401144	712
6401152	710
6401153	710
6401160	711
6401172	711
6401195	712
6401201	713
6401208	713
6401210	713
6401210	714
6401210	726
6402883	216
6402883	427
6402883	51
6402883	156
6403394	257
6403394	438
6403891	174
6404047	257
6404047	438
6404067	257
6404234	326
6404234	327
6404237	326
6404237	327
6404456	348
6404665	257
6404665	365
6404812	375
6404812	382
6404883	370
6404883	379
6405233	708
6405271	710
6405307	712
6406193	385
6406981	117
6406981	257
6406981	438
6406995	257
6406995	430
6406995	438
6407001	216
6407001	438
6407589	327
6407591	327
6407600	327
6407682	341
6407762	715
6407850	359
6407913	312
6407913	361
6407916	165
6407916	257
6407916	361
6407916	454
6407916	62
6407922	165
6407922	174
6407922	257
6407922	361
6407922	977
6407929	257
6407929	29
6407929	361
6408029	348
6408029	375
6408080	181
6408080	381
6408376	712
6408376	718
6408378	712
6408386	710
6408386	712
6408387	713
6408396	713
6408398	713
6408410	714
6409349	348
6409349	353
6410193	382
6410193	430
6410359	438
6410932	250
6410932	356
6410982	257
6410990	257
6411122	326
6411132	327
6411156	257
6411156	327
6411277	345
6411277	348
6411424	359
6411628	370
6411628	710
6411696	379
6412033	710
6412038	365
6412038	711
6412040	711
6412049	711
6412050	711
6412050	712
6412060	711
6412062	710
6412062	711
6412062	712
6412062	714
6412067	712
6412091	714
6413849	438
6414292	257
6414292	348
6414292	250
6414358	257
6414539	327
6414994	375
6415367	711
6415388	702
6415388	713
6415612	165
6415612	257
6415612	62
6416185	348
6416185	352
6416185	353
6417098	257
6417098	438
6417462	174
6417462	257
6417653	323
6417675	324
6417688	326
6417688	361
6417720	327
6417863	345
6417863	348
6418037	323
6418037	363
6418059	365
6418124	370
6418201	379
6418472	709
6418472	726
6418479	709
6418479	719
6418486	709
6418486	710
6418487	706
6418487	714
6418487	710
6418493	710
6418496	710
6418498	710
6418506	710
6418506	711
6418521	711
6418529	712
6418538	710
6418538	713
6418555	710
6418555	713
6418555	717
6418555	719
6420185	210
6420185	422
6420185	436
6420185	73
6420651	174
6420651	257
6420894	324
6420899	326
6420912	327
6420912	330
6420932	330
6421097	348
6421097	382
6421236	211
6421236	312
6421236	361
6421236	G9B
6421269	257
6421269	365
6421280	365
6421280	711
6421289	365
6421473	385
6421728	725
6421728	709
6421730	709
6421733	358
6421733	707
6421733	709
6421742	709
6421742	710
6421765	711
6421766	711
6421769	711
6421778	375
6421778	717
6421778	713
6421785	713
6421801	714
6422303	165
6422303	257
6422303	361
6422775	382
6422775	401
6423570	257
6423570	438
6423614	257
6423614	438
6423615	148
6423615	257
6423615	438
6424170	326
6424175	326
6424175	327
6424230	331
6424392	252
6424392	349
6424660	340
6424660	370
6424926	714
6424926	702
6425055	711
6425055	712
6425055	714
6425062	365
6425062	711
6425065	711
6425067	711
6425073	712
6425086	713
6425778	439
6426176	257
6426176	430
6426176	438
6426550	257
6426651	326
6426741	345
6426746	345
6426854	327
6426854	361
6427113	340
6427113	342
6427113	701
6427169	370
6427169	709
6427191	711
6427196	710
6427196	711
6427196	712
6427206	712
6428358	439
6428936	430
6429051	257
6429051	438
6429064	257
6429064	438
6429383	174
6429383	257
6429383	29
6429383	361
6429389	174
6429389	257
6429389	438
6429711	326
6429711	327
6429711	365
6429726	327
6429728	323
6429728	327
6429732	327
6429732	331
6429742	327
6429742	330
6429865	345
6429873	345
6430043	165
6430043	174
6430043	257
6430043	361
6430058	257
6430058	361
6430069	320
6430069	336
6430069	363
6430083	365
6430118	711
6430118	714
6430118	G9B
6430118	369
6430313	382
6430526	348
6430526	386
6430526	700
6430526	703
6430596	707
6430596	709
6430628	710
6430674	712
6430679	712
6430697	710
6430697	713
6432798	257
6432798	438
6432811	257
6432811	438
6432821	257
6432821	438
6433286	361
6433286	174
6433600	327
6433616	361
6433616	327
6433624	327
6433774	715
6433774	345
6433785	345
6433785	710
6433786	345
6433790	345
6433822	348
6433844	257
6433844	438
6433844	349
6434001	165
6434001	361
6434016	174
6434016	228
6434016	257
6434016	361
6434049	365
6434073	365
6434122	370
6434122	455
6434289	385
6434587	708
6434592	709
6434592	710
6434592	719
6434592	718
6434632	710
6434632	712
6434632	713
6434632	714
6434639	710
6434639	711
6434650	710
6434653	710
6434663	711
6434663	714
6434663	G9B
6434671	711
6434673	711
6434676	710
6434676	711
6434677	711
6434692	709
6434692	710
6434692	711
6434692	712
6434736	716
6435876	434
6435957	257
6435957	451
6436318	264
6436822	257
6436822	438
6437383	257
6437438	257
6437438	438
6437444	257
6437444	438
6437601	326
6437783	702
6437783	714
6437783	345
6437785	345
6437903	348
6437903	359
6437903	427
6437979	165
6437979	257
6437979	361
6437982	165
6437982	257
6437982	29
6437982	361
6437983	165
6437983	174
6437983	257
6437983	361
6438178	327
6438178	375
6438275	345
6438275	348
6438275	375
6438275	382
6438276	348
6438276	382
6438618	719
6438622	710
6438636	326
6438636	710
6438650	711
6438658	711
6438660	710
6438660	711
6438673	711
6438673	712
6438674	711
6438682	712
6438686	710
6438686	713
6438706	365
6438706	714
6438709	714
6438711	713
6438711	714
6438728	714
6438737	716
6438825	174
6438825	29
6439895	439
6440770	257
6440770	438
6441480	257
6441637	324
6441648	326
6441648	327
6441649	327
6441675	361
6441675	327
6441676	257
6441676	327
6441678	327
6441816	345
6441825	345
6442069	365
6442089	365
6442188	327
6442188	331
6442188	375
6442607	707
6442607	709
6442607	713
6442607	726
6442632	710
6442641	710
6442645	365
6442645	711
6442649	711
6442649	714
6442674	712
6442678	712
6442697	713
6442698	713
6442700	713
6442745	716
6442746	716
6443749	439
6443814	134
6443814	257
6443814	451
6445106	G9B
6445106	310
6445170	323
6445216	327
6445220	327
6445223	327
6445230	327
6445240	327
6445316	341
6445386	345
6445576	312
6445576	361
6445590	333
6445590	361
6445590	439
6445678	370
6445749	332
6445749	375
6446016	324
6446016	702
6446019	702
6446046	714
6446046	705
6446124	709
6446153	710
6446154	370
6446154	710
6446174	711
6446179	365
6446179	711
6446195	708
6446195	712
6446229	714
6446235	370
6446235	714
6446246	716
6446258	717
6446317	427
6446317	29
6446873	257
6446873	438
6446873	235
6447322	361
6447322	439
6448168	257
6448168	327
6448168	370
6448168	438
6448177	257
6448177	438
6448185	257
6448185	438
6448485	84
6448485	G9B
6448746	323
6448746	324
6448754	324
6448754	341
6448802	324
6448807	326
6448811	326
6448818	326
6448824	327
6448840	327
6448848	327
6448906	244
6448906	340
6448906	455
6448978	709
6448978	715
6449153	165
6449153	174
6449153	257
6449153	361
6449163	361
6449163	439
6449211	365
6449213	365
6449281	375
6449281	710
6449281	370
6449308	370
6449308	375
6449327	377
6449380	382
6449405	385
6449637	709
6449656	709
6449669	326
6449669	365
6449669	710
6449683	711
6449694	711
6449702	711
6449706	711
6449706	712
6449722	455
6449722	726
6449735	714
6449742	714
6450699	257
6450699	385
6452154	216
6452154	250
6452154	257
6452154	349
6452247	257
6452428	326
6452428	327
6452438	327
6452442	327
6452494	340
6452502	228
6452502	257
6452502	340
6452610	345
6452610	375
6452610	382
6452610	715
6452776	257
6452776	361
6452776	438
6452797	165
6452797	257
6452797	361
6452797	454
6452974	348
6452974	386
6452974	375
6452975	333
6452975	375
6453218	365
6453218	374
6453218	700
6453373	710
6453373	713
6453375	710
6453388	711
6453388	712
6453393	711
6453421	361
6453421	713
6453422	307
6453422	327
6453422	375
6453422	710
6453422	713
6453427	711
6453427	714
6455426	257
6455426	438
6456016	315
6456016	345
6456110	326
6456121	327
6456133	327
6456146	327
6456262	345
6456262	348
6456262	351
6456301	345
6456540	365
6456544	365
6456676	375
6456978	386
6456978	704
6457054	709
6457068	711
6457068	710
6457095	711
6457095	713
6457119	712
6457119	714
6457121	345
6457121	712
6457129	726
6457135	711
6457135	713
6458495	430
6458611	438
6458667	257
6458667	438
6459293	324
6459316	326
6459316	327
6459434	345
6459450	257
6459450	348
6459452	375
6459455	348
6459563	257
6459563	361
6459573	400
6459573	361
6459574	165
6459574	174
6459574	361
6459576	165
6459576	361
6459645	365
6459737	375
6460080	709
6460107	714
6460107	710
6460108	710
6460119	711
6460128	370
6460128	712
6461169	439
6461185	439
6461891	257
6461891	438
6461895	257
6461895	438
6461954	228
6461954	257
6461954	438
6462363	257
6462438	307
6462554	324
6462554	361
6462583	257
6462583	326
6462612	327
6462791	348
6462791	375
6462943	174
6462943	361
6462948	165
6462948	174
6462948	257
6462948	361
6462948	454
6462984	365
6462990	365
6463001	365
6463004	365
6463072	370
6463138	379
6463193	385
6463272	455
6463471	709
6463494	710
6463511	711
6463522	712
6463535	713
6463554	714
6463579	717
6463580	712
6463580	717
6463580	718
6464568	134
6464568	257
6464568	451
6465358	257
6465358	438
6466074	326
6466074	327
6466201	345
6466201	400
6466217	345
6466226	345
6466453	174
6466453	361
6466464	363
6466473	365
6466549	370
6466615	341
6466615	375
6466615	708
6466775	455
6466998	710
6466998	712
6466998	713
6467000	711
6467000	714
6467000	710
6467013	710
6467013	711
6467027	711
6467027	712
6467031	711
6469379	257
6469379	361
6469381	257
6469482	323
6469533	324
6469550	327
6469572	327
6469579	330
6469634	398
6469634	340
6469646	341
6469756	345
6469756	349
6469893	165
6469893	174
6469893	257
6469893	361
6469908	257
6469908	361
6469953	326
6469953	365
6470094	382
6470104	385
6470238	700
6470238	702
6470370	708
6470378	709
6470422	711
6470422	712
6470435	711
6470435	712
6470444	711
6470444	712
6470483	716
6471170	248
6471170	361
6472315	257
6472315	438
6472612	361
6472612	374
6472612	174
6472742	257
6472899	702
6472899	324
6473070	345
6473305	165
6473305	174
6473305	24
6473305	257
6473305	361
6473309	24
6473309	361
6473326	365
6473463	375
6473522	382
6473758	707
6473780	710
6473780	718
6473843	711
6473843	713
6473843	714
6473853	709
6473853	710
6473853	713
6473875	714
6473897	717
6474816	351
6475293	134
6475293	15
6475293	451
6475903	257
6475903	438
6476477	257
6477034	257
6477034	361
6477041	361
6477041	411
6477060	174
6477060	257
6477060	333
6477060	361
6477060	438
6477086	365
6477091	365
6477252	348
6477252	380
6477252	713
6477382	370
6477382	455
6477600	710
6477614	711
6477614	714
6477645	713
6477657	713
6477674	714
6479195	378
6479195	430
6479391	257
6479391	438
6479886	257
6479886	438
6479895	257
6479895	361
6479921	G9B
6479921	310
6480032	257
6480032	326
6480059	257
6480059	327
6480370	257
6480370	361
6480385	257
6480385	361
6480417	365
6480491	370
6480632	345
6480632	348
6480632	382
6480641	359
6480641	385
6480667	386
6480667	G9B
6480809	702
6480835	707
6480868	712
6480868	708
6480939	711
6480965	713
6480993	716
6482754	257
6482754	438
6483363	327
6483375	257
6483375	327
6483445	341
6483445	345
6483445	361
6483692	361
6483702	257
6483702	361
6483704	165
6483704	174
6483704	257
6483704	361
6483742	365
6483743	365
6483954	385
6483987	386
6483987	G9B
6484092	180
6484092	340
6484092	701
6484134	703
6484134	716
6484188	711
6484188	712
6484188	707
6484201	709
6484239	711
6484239	712
6484254	711
6484254	712
6484255	710
6484255	712
6484265	327
6484265	713
6484309	717
6485869	430
6486051	257
6486051	438
6486484	250
6486589	310
6486706	326
6486710	327
6486746	333
6486791	340
6486791	362
6486913	257
6486913	348
6486915	348
6486967	358
6486967	714
6487093	363
6487102	365
6487131	365
6487464	700
6487464	710
6487464	713
6487464	714
6487577	717
6487577	718
6487578	714
6487578	718
6487610	714
6487610	710
6487615	710
6487615	714
6487626	710
6487627	710
6487630	710
6487630	711
6487630	712
6487643	711
6487647	365
6487647	713
6487647	714
6487647	711
6487655	713
6487669	345
6487669	713
6487675	712
6487675	713
6488542	361
6488542	439
6488571	451
6489185	174
6489185	257
6489185	438
6489557	174
6489557	257
6489557	438
6489655	257
6489821	327
6489821	331
6489955	345
6490031	356
6490157	312
6490157	361
6490166	257
6490166	29
6490166	361
6490166	438
6490167	361
6490319	375
6490322	348
6490322	382
6490322	375
6490328	375
6490521	342
6490521	701
6490521	704
6490556	704
6490628	375
6490628	703
6490628	709
6490628	710
6490628	718
6490676	710
6490676	712
6490703	711
6490703	713
6490703	714
6491566	463
6491566	446
6491806	205
6492217	257
6492217	438
6492261	257
6492261	438
6492837	326
6492843	327
6493221	361
6493221	454
6493221	G9B
6493223	165
6493223	361
6493223	62
6493233	174
6493233	361
6493250	365
6493254	365
6493493	385
6493698	707
6493698	709
6493791	711
6493797	711
6493797	712
6493806	711
6493806	714
6493807	711
6493820	712
6493821	712
6493821	714
6493861	716
6493935	228
6493935	257
6493935	29
6495397	228
6495397	257
6495397	438
6495454	257
6495454	438
6495470	257
6495470	438
6495770	174
6495770	257
6495770	361
6495897	257
6495997	323
6496038	327
6496038	326
6496040	326
6496046	327
6496055	327
6496132	341
6496193	345
6496291	359
6496291	398
6496346	307
6496346	323
6496346	361
6496371	248
6496371	257
6496371	29
6496371	361
6496372	165
6496372	174
6496372	24
6496372	257
6496372	361
6496372	411
6496402	257
6496402	365
6496503	370
6496538	348
6496538	375
6496538	382
6496694	455
6496790	714
6496790	702
6496792	703
6496792	714
6496888	713
6496888	710
6496891	703
6496891	710
6496894	710
6496895	713
6496895	710
6496923	712
6496925	710
6496925	712
6496980	348
6496980	375
6496980	725
6498086	257
6498086	438
6498305	174
6498305	257
6498390	257
6498498	703
6498498	716
6498498	324
6498512	326
6498514	326
6498539	331
6498605	345
6498746	365
6498824	327
6498824	331
6498824	375
6499077	710
6499085	711
6499090	710
6499090	711
6499102	713
6501065	250
6501065	257
6501092	257
6501111	257
6501166	257
6501251	323
6501256	323
6501278	324
6501290	324
6501292	326
6501464	715
6501464	345
6501471	345
6501488	715
6501516	340
6501516	345
6501516	348
6501518	250
6501518	348
6501518	386
6501576	379
6501576	398
6501655	165
6501655	257
6501655	361
6501658	174
6501658	257
6501658	361
6501664	257
6501664	29
6501664	361
6501731	370
6501841	370
6501841	380
6501841	455
6501955	342
6501955	455
6501999	713
6501999	700
6502004	700
6502004	716
6502115	712
6502115	708
6502117	708
6502117	712
6502126	348
6502126	709
6502126	719
6502138	375
6502138	710
6502138	709
6502146	710
6502150	710
6502154	370
6502154	710
6502156	713
6502156	710
6502170	707
6502170	711
6502177	711
6502177	712
6502218	714
6503091	439
6503672	250
6503672	430
6504242	257
6504412	327
6504503	342
6504503	455
6504526	250
6504526	345
6504526	348
6504719	165
6504719	174
6504719	361
6504721	165
6504721	174
6504721	257
6504721	361
6504723	257
6504723	361
6504725	361
6504725	439
6504760	365
6504965	385
6504981	385
6505148	348
6505148	356
6505148	382
6505148	703
6505243	715
6505243	709
6505251	375
6505251	709
6505259	710
6505259	711
6505262	327
6505262	710
6505282	365
6505282	711
6505282	714
6505293	712
6505318	714
6505343	345
6505343	709
6505343	717
6505345	712
6505345	717
6506073	257
6506073	439
6506526	430
6506652	257
6506652	438
6506692	257
6506692	438
6507061	257
6507081	257
6507182	324
6507218	326
6507219	326
6507219	327
6507219	365
6507225	327
6507295	341
6507300	341
6507350	345
6507439	257
6507439	264
6507439	438
6507439	359
6507496	257
6507496	336
6507496	361
6507530	365
6507531	365
6507895	711
6507904	711
6507904	718
6507904	712
6507907	348
6507907	713
6507915	713
6507938	716
6508584	320
6508584	340
6508584	374
6509140	430
6509276	216
6509276	438
6509530	174
6509530	361
6509618	257
6509622	257
6509622	438
6509640	257
6509657	307
6509726	323
6509772	327
6509780	327
6509799	330
6509799	334
6509855	323
6509855	327
6509855	341
6509858	341
6510033	361
6510065	323
6510065	363
6510077	365
6510083	365
6510092	365
6510099	365
6510315	340
6510315	379
6510315	455
6510398	702
6510413	704
6510454	709
6510472	710
6510475	710
6510477	710
6510477	713
6510506	711
6510506	714
6510521	711
6510521	713
6510526	713
6510550	709
6510550	717
6510550	719
6510553	348
6510553	375
6510553	725
6511236	385
6511378	463
6512241	257
6512301	257
6512401	327
6512402	327
6512406	326
6512406	327
6512523	382
6512523	708
6512523	712
6512523	345
6512541	348
6512678	248
6512678	361
6512682	363
6512861	385
6513159	713
6513159	717
6514805	257
6514805	438
6514879	118
6514879	257
6514879	432
6514879	438
6515351	257
6515358	257
6515358	324
6515503	326
6515503	327
6515513	326
6515534	257
6515534	327
6515555	326
6515555	333
6515586	307
6515586	340
6515586	361
6515586	702
6515586	73
6515660	345
6515672	345
6515672	710
6515862	165
6515862	257
6515862	361
6515862	454
6515870	257
6515870	361
6515871	174
6515871	361
6515877	363
6515901	327
6515901	365
6515906	365
6516352	370
6516352	709
6516375	370
6516375	710
6516381	711
6516384	711
6516386	711
6516396	711
6516405	712
6516406	712
6516414	713
6516414	726
6518109	257
6518109	438
6518155	257
6518155	438
6518171	257
6518171	438
6518184	257
6518184	438
6518618	257
6518796	326
6518806	327
6518806	331
6518806	375
6518817	327
6518826	327
6518833	323
6518833	327
6518974	345
6519002	348
6519011	348
6519134	361
6519136	361
6519153	165
6519153	24
6519153	257
6519153	361
6519154	165
6519154	174
6519154	257
6519154	361
6519176	365
6519178	365
6519310	377
6519499	700
6519499	716
6519550	340
6519550	342
6519550	345
6519550	702
6519559	704
6519664	710
6519683	712
6519683	711
6519685	711
6519686	711
6519686	719
6519707	713
6519721	714
6519735	714
6519744	257
6519744	716
6519751	716
6521516	257
6521516	438
6521845	174
6521845	439
6521964	257
6521996	257
6521996	428
6521996	438
6522000	257
6522165	326
6522165	710
6522174	326
6522174	327
6522180	327
6522186	327
6522357	250
6522357	348
6522465	359
6522538	174
6522538	361
6522545	24
6522545	248
6522545	257
6522545	29
6522545	361
6522568	365
6522642	370
6522812	65
6522812	385
6522825	398
6522825	385
6523006	340
6523006	382
6523006	704
6523067	713
6523067	726
6523067	709
6523092	711
6523093	711
6523098	711
6523106	712
6523126	340
6523126	714
6523126	725
6523126	713
6523128	713
6523253	29
6523608	165
6523608	361
6523801	248
6524116	439
6524237	348
6524237	385
6524237	600
6524887	257
6524887	438
6524897	257
6524897	438
6525419	257
6525419	438
6525599	327
6525607	330
6525608	330
6525620	333
6525620	343
6525683	341
6525683	345
6525726	345
6525727	345
6525739	345
6525739	711
6525769	348
6525922	257
6525922	361
6525922	438
6525944	257
6525944	361
6525944	385
6526026	370
6526068	710
6526068	370
6526159	345
6526159	351
6526159	382
6526166	345
6526166	382
6526179	382
6526366	348
6526366	702
6526377	704
6526381	379
6526381	455
6526381	704
6526395	706
6526431	712
6526431	718
6526445	348
6526445	709
6526445	719
6526479	707
6526479	711
6526499	712
6527159	257
6527159	228
6528345	257
6528345	438
6528380	257
6528380	438
6528856	257
6528856	438
6528865	257
6528895	257
6528904	307
6528904	361
6529037	326
6529045	326
6529093	333
6529119	340
6529119	370
6529119	455
6529148	341
6529149	341
6529241	250
6529241	257
6529241	348
6529365	361
6529378	24
6529378	248
6529378	257
6529378	439
6529378	361
6529385	361
6529398	365
6529442	365
6529554	348
6529554	375
6529554	712
6529628	382
6529635	382
6529861	703
6529861	716
6529957	370
6529957	709
6529968	710
6529968	711
6529972	710
6529980	710
6529987	710
6530006	710
6530006	711
6530026	710
6530026	713
6530061	714
6530666	348
6530666	349
6530666	353
6530666	359
6531668	310
6531668	333
6531668	200
6531745	257
6531896	326
6531897	326
6531974	341
6532143	257
6532143	361
6532162	365
6532178	365
6532194	368
6532194	705
6532194	713
6532365	370
6532365	455
6532365	704
6532506	326
6532506	327
6532506	713
6532506	710
6532509	710
6532509	712
6532509	718
6532526	710
6532526	711
6532526	713
6533586	333
6533586	439
6533613	439
6534837	257
6534837	438
6534860	257
6534860	438
6534962	323
6535006	324
6535013	324
6535045	327
6535045	375
6535047	326
6535047	327
6535104	338
6535156	341
6535206	178
6535206	345
6535219	345
6535381	312
6535381	361
6535383	165
6535383	257
6535383	361
6535385	165
6535385	174
6535385	257
6535385	361
6535386	165
6535386	174
6535386	257
6535386	361
6535387	165
6535387	257
6535387	361
6535388	165
6535388	174
6535388	257
6535388	361
6535395	361
6535395	363
6535395	439
6535411	356
6535411	365
6535423	365
6535584	710
6535584	712
6535584	714
6535584	379
6535648	348
6535648	382
6535650	382
6535798	327
6535798	700
6535798	702
6535798	713
6535839	345
6535839	348
6535839	703
6535840	345
6535840	348
6535840	703
6535905	712
6535905	718
6535956	711
6535961	711
6535961	712
6535988	713
6536007	324
6536007	365
6536007	714
6536025	326
6536025	716
6536038	711
6536038	713
6536038	717
6536669	235
6536972	347
6536972	401
6537019	361
6537019	415
6537019	416
6537019	417
6537019	454
6537706	378
6537706	430
6537913	257
6537913	438
6538278	257
6538464	326
6538475	327
6538497	307
6538497	323
6538497	327
6538502	327
6538502	330
6538517	324
6538517	327
6538517	331
6538584	341
6538586	341
6538636	345
6538649	382
6538649	345
6538650	711
6538650	345
6538676	382
6538676	715
6538691	348
6538691	382
6538888	165
6538888	257
6538888	29
6538888	415
6538888	361
6539055	348
6539055	G9B
6539055	375
6539345	703
6539345	716
6539366	382
6539366	706
6539408	708
6539408	712
6539437	348
6539437	455
6539437	709
6539437	710
6539437	719
6539449	710
6539456	711
6539456	713
6539469	711
6539469	712
6539471	712
6539480	380
6539480	713
6539484	307
6539484	710
6539484	713
6539541	712
6539541	717
6539614	165
6539614	29
6539614	72
6540946	257
6540946	264
6541343	257
6541343	438
6542006	326
6542006	327
6542006	712
6542013	327
6542098	341
6542134	348
6542134	349
6542134	359
6542134	345
6542158	345
6542185	348
6542367	24
6542367	248
6542367	257
6542367	361
6542371	165
6542371	174
6542371	257
6542371	361
6542371	428
6542371	442
6542557	370
6542557	375
6542584	379
6542610	380
6542610	713
6542610	G9B
6542921	712
6542921	718
6542941	710
6542945	709
6542945	710
6542945	713
6542966	711
6542977	711
6542979	713
6542979	711
6542981	712
6542981	713
6543022	380
6543022	714
6543028	714
6544047	174
6544047	361
6544047	439
6545287	257
6545287	438
6545346	257
6545346	361
6545351	257
6545351	361
6545448	320
6545520	327
6545520	361
6545520	977
6545522	326
6545522	327
6545619	257
6545619	341
6545627	341
6545684	345
6545684	711
6545724	345
6545724	348
6545724	382
6545741	348
6545741	352
6545888	363
6546018	710
6546018	370
6546042	375
6546059	327
6546059	331
6546059	375
6546437	709
6546437	710
6546437	714
6546450	710
6546462	711
6547570	439
6548313	257
6548313	438
6548313	977
6548399	257
6548399	438
6548417	430
6548417	438
6549031	326
6549031	333
6549037	326
6549037	327
6549039	326
6549039	327
6549040	326
6549211	345
6549233	348
6549272	355
6549407	165
6549407	174
6549407	257
6549407	361
6549457	365
6549482	365
6549482	711
6549867	323
6549867	363
6549867	702
6549967	710
6549968	712
6549968	710
6549984	711
6549987	365
6549987	711
6549987	712
6550001	712
6550006	713
6550008	348
6550008	713
6550055	707
6550055	714
6550055	717
6550531	165
6550531	257
6550531	361
6550877	312
6551120	439
6552275	174
6552275	257
6552275	361
6552425	257
6552570	326
6552570	327
6552600	327
6552605	250
6552605	330
6552726	345
6552749	348
6552749	375
6552887	257
6552887	365
6552887	361
6552898	361
6552898	454
6553360	706
6553415	710
6553415	709
6553438	709
6553438	710
6553438	718
6553438	719
6553439	710
6553449	711
6553450	710
6553450	711
6553467	711
6553469	711
6553469	712
6553483	711
6553483	712
6553485	712
6553488	712
6553491	713
6553507	714
6553507	717
6553545	716
6554433	348
6554433	353
6554433	359
6555444	257
6555444	438
6555746	174
6555746	439
6555761	29
6555761	174
6555805	348
6555805	250
6555860	257
6555906	257
6555920	257
6556022	327
6556022	324
6556142	340
6556142	73
6556203	345
6556208	710
6556208	345
6556242	348
6556242	375
6556451	361
6556451	439
6556452	211
6556452	361
6556452	439
6556453	174
6556453	257
6556453	361
6556471	365
6556672	709
6556672	379
6556709	382
6556709	707
6556723	382
6556723	707
6556745	385
6556764	385
6556962	257
6556962	702
6556962	703
6556962	705
6556962	716
6557057	370
6557057	710
6557057	713
6557060	707
6557060	710
6557061	710
6557061	712
6557061	718
6557065	710
6557071	365
6557071	711
6557081	711
6557081	712
6557083	711
6557095	712
6557096	708
6557096	712
6557142	714
6557149	703
6557149	716
6557172	348
6557172	375
6557172	725
6558169	257
6558169	361
6558169	439
6558181	439
6559484	257
6559492	257
6559492	363
6559673	324
6559680	326
6559848	345
6559953	356
6560083	361
6560114	312
6560114	361
6560114	439
6560118	361
6560139	365
6560276	327
6560276	370
6560276	375
6560276	455
6560286	348
6560286	375
6560317	379
6560577	369
6560577	G9B
6560577	704
6560591	707
6560603	707
6560603	709
6560621	715
6560657	710
6560657	711
6560666	710
6560667	710
6560671	711
6560671	712
6560682	711
6560682	714
6560689	711
6560690	711
6560696	711
6560696	712
6560706	726
6560706	713
6560713	713
6561267	165
6561267	174
6561267	257
6561267	361
6561410	174
6561410	228
6561410	361
6561820	439
6562522	430
6562653	257
6562653	438
6562711	257
6562711	438
6563042	174
6563042	343
6563042	361
6563152	257
6563210	257
6563213	257
6563213	337
6563213	361
6563213	439
6563337	326
6563357	327
6563369	327
6563371	327
6563374	327
6563374	330
6563439	341
6563536	348
6563540	257
6563540	348
6563544	348
6563703	174
6563703	361
6563703	710
6563802	370
6563802	379
6563802	455
6563804	370
6563948	340
6563948	382
6564175	702
6564175	713
6564175	714
6564175	717
6564267	370
6564267	709
6564285	711
6564298	711
6564298	712
6564317	710
6564317	711
6564317	712
6564317	713
6564328	712
6564328	713
6564330	713
6564331	365
6564331	713
6564332	712
6564332	713
6564335	713
6564347	714
6564357	716
6564358	716
6564371	714
6564371	717
6564452	257
6564452	29
6564811	134
6564811	438
6564859	165
6564859	174
6564859	257
6564859	29
6564859	361
6565369	439
6565669	134
6565669	34
6565730	205
6566018	430
6566280	257
6566280	438
6566596	174
6566596	257
6566596	361
6566611	174
6566679	24
6566679	257
6566716	257
6566727	257
6566737	257
6566741	257
6566755	257
6566757	257
6566848	219
6566848	323
6566857	341
6566857	324
6566903	326
6566903	327
6566910	326
6566910	327
6566913	327
6566913	365
6566914	327
6566915	327
6566926	327
6567016	341
6567056	343
6567070	715
6567070	345
6567082	345
6567155	355
6567329	365
6567337	365
6567387	370
6567414	370
6567414	710
6567423	370
6567467	375
6567763	374
6567763	702
6567768	702
6567825	707
6567825	715
6567836	708
6567855	370
6567855	709
6567866	710
6567871	710
6567883	712
6567883	717
6567883	710
6567904	365
6567904	711
6567952	711
6567952	714
6567953	714
6567959	703
6567959	716
6567977	712
6567977	714
6567977	717
6568417	137
6568983	104
6568983	446
6569256	134
6569256	347
6569256	428
6569582	430
6569705	257
6569705	438
6570220	257
6570225	257
6570245	257
6570247	165
6570247	174
6570247	257
6570247	361
6570371	323
6570440	327
6570468	333
6570468	73
6570468	977
6570573	345
6570573	711
6570574	345
6570764	174
6570764	361
6570789	365
6570875	370
6570887	370
6570887	711
6570911	375
6570911	455
6570911	710
6570931	327
6570931	375
6571144	380
6571144	381
6571144	704
6571144	G9B
6571144	700
6571265	708
6571265	712
6571269	708
6571326	711
6571326	714
6571333	713
6571335	713
6571339	705
6571339	713
6571339	726
6571341	709
6571341	713
6571359	714
6571376	326
6571376	327
6571376	716
6571385	712
6571385	717
6572282	248
6572282	348
6572282	396
6572389	439
6572425	445
6573503	250
6573620	307
6573620	713
6573660	345
6573660	315
6573747	326
6573755	326
6573756	326
6573764	326
6573764	327
6573772	327
