patent_id	mainclass_id
5233559	365
5233562	365
5235533	708
5235543	365
5235549	365
5237210	706
5237535	365
5239498	708
5239505	365
5239638	711
5239639	713
5239639	711
5241490	708
5241628	710
5241636	712
5241636	711
5242864	438
5242864	148
5242864	257
5242864	430
5243236	326
5243447	345
5243447	348
5243575	365
5244843	438
5244843	148
5244843	257
5245436	348
5245570	365
5245572	365
5245574	365
5246218	269
5246218	414
5247206	706
5247479	365
5247479	327
5247577	713
5247606	706
5247606	708
5248900	327
5248900	377
5249158	365
5249278	711
5249278	714
5253255	714
5255230	365
5255230	714
5255377	711
5255378	710
5255378	711
5256594	117
5256594	257
5256594	427
5256594	438
5256911	706
5256994	331
5257162	361
5257162	165
5257162	174
5257162	257
5257215	708
5257216	708
5257216	340
5257216	712
5257218	708
5257221	365
5257221	257
5257353	710
5257353	711
5257381	719
5257381	712
5258333	438
5258333	148
5258333	257
5258943	708
5260236	438
5260236	148
5260236	257
5260889	708
5261109	710
5261989	156
5261989	228
5261989	29
5261989	439
5262279	430
5262855	375
5262855	348
5262990	365
5264734	706
5264785	323
5265053	365
5265053	711
5265059	365
5265180	382
5265180	375
5265213	712
5265227	711
5266445	430
5266445	355
5266886	323
5266886	327
5267196	365
5267213	365
5267218	365
5267218	327
5267218	711
5268320	438
5268320	257
5268320	706
5270256	438
5270256	257
5270264	438
5270264	148
5270264	204
5270264	257
5271020	714
5271908	422
5271908	423
5274277	326
5274277	327
5274278	326
5274278	365
5274281	326
5274337	327
5274678	375
5274678	327
5274826	710
5274834	710
5274834	712
5274834	713
5276650	365
5276690	714
5276847	711
5276847	712
5276858	711
5276888	710
5276888	711
5276888	714
5278105	438
5278105	257
5278105	716
5278467	327
5278902	380
5278902	375
5278902	713
5278902	714
5278964	711
5280198	327
5280447	365
5280447	711
5280571	345
5280605	713
5281863	327
5282140	700
5282140	345
5282140	716
5282176	365
5282176	326
5282272	710
5282272	709
5283645	375
5283645	348
5283874	712
5283874	711
5283904	710
5285017	174
5285017	257
5285017	361
5285402	708
5286678	438
5286678	257
5287401	379
5289026	257
5289035	257
5289054	327
5289337	361
5289337	165
5289337	257
5289412	365
5289458	370
5289458	340
5290735	29
5290735	257
5290735	438
5291071	327
5291604	710
5293230	375
5293592	712
5293603	711
5295113	365
5296094	438
5296094	257
5298807	326
5300379	430
5300461	438
5300461	257
5300829	326
5300829	327
5301097	363
5301097	307
5301139	708
5301141	365
5301150	365
5301150	257
5301151	365
5301161	365
5301272	345
5301298	711
5301299	711
5301342	711
5301342	700
5301342	708
5301342	712
5302477	430
5302865	326
5302865	340
5302865	708
5303002	355
5303002	430
5304869	326
5304869	330
5304872	326
5305103	375
5306667	438
5306667	257
5306963	327
5306963	326
5306963	365
5306964	326
5306964	327
5307012	324
5307012	439
5307240	361
5307240	174
5307240	257
5307240	439
5307301	708
5307301	712
5307320	365
5307320	711
5307381	375
5307381	327
5307381	333
5309012	365
5309012	257
5309046	326
5310039	198
5310039	414
5311462	365
5311462	257
5313586	712
5313605	711
5313605	365
5317202	327
5317307	340
5317307	345
5317531	708
5317535	365
5317564	370
5317564	340
5317712	711
5317750	712
5319751	711
5319751	235
5319751	710
5321583	361
5321583	174
5321583	257
5321583	439
5321836	711
5325124	375
5325126	375
5325490	710
5325496	711
5325496	714
5325526	718
5325526	711
5326723	438
5326723	134
5327369	708
5327383	365
5329275	340
5329275	361
5329313	375
5329318	348
5329318	375
5329491	365
5329610	706
5331414	348
5331414	375
5332913	257
5332930	327
5333139	714
5333166	378
5333276	712
5333279	710
5333300	711
5333307	714
5334888	326
5335321	345
5335333	711
5335333	712
5336456	264
5336456	257
5337213	361
5337213	439
5337275	365
5337275	711
5339214	361
5339214	165
5339214	174
5339272	365
5339272	323
5339272	327
5339320	714
5339320	365
5339399	711
5339437	710
5339437	714
5339442	710
5339442	370
5340370	51
5340370	106
5340370	216
5340370	252
5340370	257
5341045	326
5341045	327
5341330	365
5341339	365
5341339	711
5343086	327
5343416	708
5343418	708
5345109	327
5345109	377
5345120	327
5345120	365
5345363	361
5345363	174
5345363	257
5345367	362
5345367	340
5345424	365
5345554	345
5345554	348
5345576	711
5347311	375
5347450	709
5347450	370
5347484	365
5347489	365
5347489	714
5347558	377
5347558	327
5348826	430
5349545	708
5349545	375
5349545	382
5349823	62
5349823	257
5349823	361
5350484	438
5350484	257
5351085	348
5351085	375
5351085	386
5351207	708
5351241	370
5352936	327
5353256	365
5353256	711
5353420	712
5353431	711
5354632	430
5355464	365
5355467	711
5355504	712
5357204	327
5357455	708
5357475	711
5357475	365
5357475	707
5357475	714
5357512	370
5357512	710
5357615	710
5357615	702
5357615	711
5357615	714
5357628	714
5358891	438
5358891	148
5358891	257
5359225	257
5359700	706
5359723	711
5359768	29
5359768	228
5359768	257
5359768	438
5361343	365
5361361	715
5361361	707
5361361	717
5361361	719
5361370	712
5362656	29
5362656	228
5362656	257
5362656	361
5362656	438
5362996	326
5362996	327
5363139	375
5363335	365
5365128	327
5365552	375
5366933	29
5366933	257
5366933	438
5367339	348
5367650	711
5367650	712
5367651	717
5367657	711
5367657	712
5367659	711
5367660	711
5367679	718
5367679	710
5367684	717
5369311	327
5369311	326
5369311	377
5369545	361
5369545	257
5369545	29
5369616	365
5369616	714
5369617	365
5369617	348
5369643	714
5369647	714
5369647	365
5369651	714
5369651	711
5369754	711
5369769	710
5371495	340
5371495	307
5371495	370
5371772	377
5371772	327
5371876	711
5373508	714
5373535	375
5373535	327
5373535	714
5374859	327
5374859	330
5375041	361
5375041	257
5375041	439
5375212	712
5375222	711
5375222	365
5376935	341
5377118	700
5377118	345
5377118	716
5377145	365
5377147	365
5377147	714
5377199	714
5379249	365
5379308	714
5379384	710
5379396	711
5379401	711
5379401	235
5379401	365
5379413	714
5379413	711
5379442	326
5379443	712
5379443	711
5381059	326
5381127	340
5381180	348
5381180	345
5381180	375
5381363	365
5381533	712
5381533	711
5383192	703
5383192	714
5384219	430
5384502	327
5384502	331
5384582	345
5384692	361
5384692	174
5384692	439
5384722	708
5384772	370
5384772	379
5384904	345
5386088	174
5386088	257
5386088	361
5386155	326
5386211	341
5386232	348
5386232	386
5386233	375
5386233	348
5386376	708
5386388	365
5386438	375
5386438	341
5386515	710
5386515	711
5386552	714
5386582	377
5386585	712
5388233	712
5388233	714
5388245	711
5388248	365
5388248	235
5388248	711
5388265	713
5388265	714
5389581	438
5389581	257
5389818	257
5390146	365
5390311	711
5390311	712
5392186	361
5392285	370
5392318	375
5392318	327
5392318	714
5392334	379
5392417	711
5392420	703
5392420	712
5392420	714
5392437	713
5392437	712
5394557	713
5394557	327
5394936	165
5394936	257
5394936	361
5396634	712
5397746	29
5397746	257
5397746	438
5398000	326
5398075	348
5398244	370
5398262	375
5398262	327
5398262	333
5398309	345
5398317	709
5398317	340
5399917	327
5399917	257
5399918	326
5400343	714
5400343	365
5402152	345
5402152	715
5402370	365
5404171	348
5404171	375
5404473	712
5404494	710
5404494	713
5407526	438
5408235	341
5408386	361
5408386	439
5408470	370
5408470	379
5408470	715
5408626	711
5408626	712
5410263	327
5410267	326
5410544	714
5410544	365
5410664	711
5410664	365
5410683	713
5410683	327
5410683	377
5410698	719
5410698	348
5410698	375
5410707	713
5410707	711
5410710	710
5410726	713
5412349	331
5412793	711
5412793	365
5412793	714
5412798	719
5414221	174
5414221	257
5414669	365
5414709	370
5414709	307
5414824	711
5414824	365
5414828	711
5414829	711
5414829	365
5414829	713
5414848	718
5414848	712
5416520	375
5416782	714
5416807	375
5416807	327
5416912	712
5416913	712
5417803	216
5417803	427
5418469	324
5418469	439
5418479	326
5418479	327
5418479	365
5418568	375
5418911	710
5418911	326
5418928	711
5418934	713
5418934	340
5418959	717
5418959	712
5420051	438
5420051	148
5420051	257
5420461	257
5420461	361
5420939	382
5420939	706
5420991	711
5420991	712
5421021	712
5421734	439
5422523	326
5422523	716
5422586	327
5422704	355
5422704	428
5422781	365
5422845	365
5422855	365
5423014	711
5423014	712
5423047	713
5423047	365
5423697	439
5423697	361
5424154	430
5425074	377
5426076	438
5426076	257
5426391	327
5426391	365
5426462	375
5426772	713
5428524	363
5428524	307
5428565	365
5428566	365
5428579	365
5428579	711
5428760	711
5428811	712
5430402	365
5430595	361
5430595	257
5430595	327
5430674	365
5430677	365
5430683	365
5430683	711
5430793	379
5430793	375
5430857	711
5432469	327
5432554	348
5432554	375
5432900	715
5432900	345
5432900	375
5432900	719
5434093	438
5434093	257
5434531	327
5434531	257
5434534	327
5434804	702
5434804	375
5434804	714
5434822	365
5434892	375
5434892	710
5434913	379
5434913	348
5434913	709
5434987	712
5434996	713
5434996	348
5434996	710
5434996	714
5436576	326
5436576	716
5436584	327
5436585	326
5436585	327
5436628	341
5436666	348
5436666	375
5436927	327
5436927	375
5436927	455
5437020	711
5437020	714
5437021	713
5437039	710
5437039	718
5438297	327
5438297	361
5438546	365
5438549	365
5438677	710
5440346	375
5440346	386
5440350	348
5440350	375
5440449	361
5440505	365
5440520	257
5440520	323
5440520	327
5440520	361
5440520	365
5440592	307
5440592	327
5440592	375
5442310	327
5442586	365
5442756	712
5444022	257
5444022	438
5444298	257
5444602	174
5444602	257
5444602	361
5444656	365
5444856	709
5444856	710
5444857	710
5444909	257
5444909	264
5444909	29
5444909	361
5445525	361
5445525	439
5446408	365
5446408	327
5446521	250
5446521	355
5446521	356
5446521	378
5446521	430
5446839	345
5446839	375
5446856	711
5446867	331
5446867	713
5446906	713
5446912	712
5446915	712
5448297	375
5448297	386
5448525	365
5448525	714
5448577	714
5448707	712
5448711	711
5448711	713
5448712	365
5448712	711
5448717	703
5448717	714
5448717	713
5450056	327
5450056	340
5450363	365
5450363	341
5450544	345
5450544	348
5450544	375
5450544	386
5450544	711
5450565	365
5450565	711
5450565	714
5450605	712
5450608	326
5450608	712
5452101	712
5452101	382
5452235	345
5452235	348
5452235	358
5452235	710
5452299	370
5452299	379
5452311	714
5452426	712
5453708	326
5453708	327
5454089	712
5454089	711
5455501	307
5455501	323
5455794	365
5455800	365
5455915	370
5455915	711
5455915	710
5455924	710
5455924	711
5455924	712
5455924	714
5455939	714
5455957	710
5455957	711
5455957	713
5457648	365
5459355	257
5459421	327
5459518	375
5459518	386
5459798	382
5459798	704
5459798	712
5459845	712
5463658	370
5463658	375
5463744	712
5463744	713
5463745	712
5463748	712
5463757	711
5465216	716
5465367	365
5465860	216
5466624	257
5466624	438
5467295	709
5467450	715
5467460	711
5469208	375
5469208	348
5469222	348
5469544	710
5469544	711
5470772	257
5470772	438
5470790	257
5470790	438
5471155	326
5471414	708
5471522	379
5471587	713
5471587	710
5471601	365
5471601	710
5471601	711
5471604	711
5471605	365
5471605	711
5471630	710
5471633	712
5471637	700
5471637	710
5471637	711
5471672	345
5471672	710
5472900	257
5472900	438
5473190	257
5473552	379
5473552	375
5473692	380
5473692	705
5473692	713
5473731	706
5473753	365
5473753	714
5473755	711
5473755	710
5473756	365
5473756	711
5473756	710
5473767	368
5473767	714
5473767	713
5475565	257
5475565	361
5475569	174
5475569	257
5475569	361
5475633	365
5475693	714
5475824	712
5475850	710
5477418	361
5477418	439
5479633	711
5479636	711
5479639	711
5479641	711
5479641	714
5479647	713
5479652	712
5479652	714
5481307	375
5481307	382
5481697	713
5481725	710
5481731	712
5481731	711
5483099	257
5483102	257
5483102	361
5483102	702
5483102	713
5483185	326
5483185	327
5483188	327
5483486	327
5483486	365
5485211	375
5485422	365
5485611	348
5485611	360
5485611	382
5485611	707
5485611	G9B
5485629	712
5486766	324
5486766	714
5487033	257
5487033	365
5487133	706
5488003	148
5488003	257
5488003	438
5488257	257
5488568	348
5488568	358
5488568	375
5488568	382
5488568	709
5488568	345
5488570	348
5488570	375
5488570	709
5488570	345
5488639	375
5488728	710
5488728	712
5488728	714
5489801	174
5489801	257
5489801	361
5489805	257
5489805	361
5489864	327
5490102	365
5490109	365
5490247	348
5490247	709
5490247	345
5490264	711
5490265	711
5490265	712
5490279	710
5490279	712
5490280	712
5491513	375
5491513	386
5491666	365
5491666	714
5491814	710
5491814	713
5492235	216
5492235	252
5492235	257
5492235	438
5493513	348
5493513	375
5493513	709
5493514	348
5493514	375
5493514	709
5493568	348
5493568	370
5493568	375
5493568	379
5493667	711
5493683	712
5493683	713
5494439	29
5494439	427
5494439	432
5495453	365
5495473	379
5495473	370
5495615	710
5497119	323
5497119	327
5497297	235
5497297	361
5497297	439
5497354	365
5497355	365
5497355	711
5497456	703
5497456	714
5497493	712
5497938	228
5497938	257
5498579	438
5498579	716
5499050	348
5499050	375
5499050	386
5499352	711
5499352	712
5500948	711
5501608	439
5502653	375
5502653	714
5502653	709
5503959	250
5503959	430
5504670	714
5504670	718
5504670	700
5504756	324
5504756	714
5504875	365
5504875	711
5505633	361
5505633	439
5506756	257
5506756	361
5506803	326
5506803	365
5506832	348
5506832	370
5506832	375
5506832	379
5506832	714
5506954	348
5506954	370
5506954	375
5506954	379
5506954	709
5506954	345
5508643	327
5508643	365
5508648	327
5508942	348
5508942	375
5508942	709
5508958	365
5509089	348
5509089	382
5509134	365
5509134	711
5510740	327
5511003	348
5511003	375
5511003	709
5511069	375
5511069	370
5511075	370
5511195	712
5511195	719
5511200	710
5511226	710
5511226	711
5513070	165
5513070	174
5513070	361
5513136	365
5513331	711
5513333	365
5513333	711
5513337	711
5513337	726
5513338	713
5513338	714
5513338	703
5513346	714
5513361	713
5513372	710
5515296	348
5515296	375
5515296	709
5515317	365
5515317	711
5515516	710
5515530	714
5516346	106
5516346	216
5516346	252
5516346	257
5516346	51
5517136	326
5517138	326
5517138	365
5517452	365
5517651	711
5517651	712
5517651	714
5517657	712
5517657	711
5517665	710
5517665	712
5519345	326
5519345	327
5519436	348
5519436	375
5519438	348
5519438	715
5519439	345
5519439	375
5519573	361
5519573	439
5519580	174
5519580	257
5519580	361
5519831	365
5519831	714
5519842	711
5519842	712
5519847	365
5519847	711
5519864	710
5519864	712
5519872	710
5519872	711
5521854	713
5521854	G9B
5522051	711
5522051	712
5522057	711
5522080	710
5522080	712
5523705	326
5523705	327
5523972	365
5524110	348
5524110	370
5524110	375
5524110	379
5524110	709
5524231	235
5524231	365
5524231	711
5524233	711
5524262	712
5524263	712
5524266	365
5524266	713
5524266	327
5525795	250
5525795	361
5525795	439
5525913	324
5526217	361
5526295	348
5526295	375
5526295	382
5526295	708
5526311	365
5526497	326
5526497	710
5526510	710
5526510	711
5527740	257
5527740	438
5527740	29
5528166	326
5528168	326
5528168	375
5528238	348
5528238	375
5528238	341
5528528	375
5528528	708
5528762	709
5530295	165
5530295	257
5530295	361
5530439	326
5530439	340
5530439	708
5530477	375
5530612	361
5530833	711
5530858	719
5530884	341
5530884	712
