patent_id	inventor_id
7214995	7042308-1
7214995	7782649-1
7215146	7215146-1
7215173	8301970-7
7215173	6535206-1
7215173	6737924-1
7215173	6967515-2
7215383	5878061-1
7215383	5638499-2
7215384	5621674-1
7215384	6055274-1
7215530	6346743-2
7215530	6815256-5
7215530	6606237-6
7215541	5784263-1
7215552	6880345-1
7215552	6651736-3
7215552	7083449-3
7215552	6880345-2
7215558	6846986-2
7215558	6980439-1
7215558	6980439-2
7215685	7124154-1
7215705	6727772-1
7215768	7006627-1
7215778	7215778-1
7215781	6948065-1
7215841	6351576-1
7215841	6859587-1
7215841	6864114-1
7215841	7215841-2
7216064	6975047-1
7216137	6093216-1
7216137	6928582-3
7216138	6976099-3
7216138	6898700-3
7216138	6918032-1
7216138	6282554-1
7216138	6775129-2
7216138	7093241-1
7216138	5995122-3
7216140	8447962-2
7216140	7216140-2
7216154	6182210-1
7216154	7216154-2
7216154	5721860-1
7216186	7216186-1
7216201	6668306-1
7216201	6668306-5
7216201	7216201-3
7216204	6952824-3
7216204	4878193-1
7216204	6868476-1
7216211	7653929-1
7216211	7216211-2
7216240	5392285-1
7216240	6633178-1
7216240	7975129-3
7216252	6954886-1
7216252	6954886-2
7216274	5870411-2
7216274	5614838-2
7216274	5931957-2
7216274	7216274-4
7216274	7216274-5
7216274	7216274-6
7216274	7216274-7
7216369	6948065-1
7216369	8060876-2
7216406	6365962-2
7216406	6815256-1
7217040	6917659-3
7217040	6975784-2
7217040	7217040-2
7217595	7410884-3
7217595	6846755-1
7217600	7217600-1
7217611	5244843-1
7217611	7326656-3
7217611	6624127-3
7217611	6855639-2
7217611	6855639-3
7217611	6787440-7
7217611	5547417-2
7217644	6858478-2
7217644	7326656-3
7217651	6946737-1
7217651	7173342-3
7217945	5739579-1
7217945	6919578-2
7218000	6837306-1
7218007	6753723-1
7218007	6586843-1
7218007	6703299-2
7218007	7218007-4
7218148	5706484-2
7218148	7057672-2
7218148	7218148-2
7218148	7218148-3
7218183	6731493-2
7218183	6877998-1
7218183	6877998-3
7218183	6877998-4
7218188	6154366-5
7218188	6787970-1
7218491	6501256-3
7218491	6420932-1
7218504	6365962-2
7218504	7030460-3
7218504	7218504-3
7218519	4765397-2
7218519	6903930-2
7218545	6437783-2
7218545	6883047-2
7218640	7124202-1
7218640	7124202-2
7218640	7180862-1
7218640	7218640-4
7218640	7218640-5
7218650	6853654-1
7218652	6763047-2
7218652	6600169-1
7218652	6282215-2
7218652	6901088-4
7218753	6957317-3
7218753	5822459-1
7219167	5950220-1
7219167	7219167-2
7219170	6707853-2
7219171	7219171-1
7219207	5822788-1
7219207	7552255-4
7219207	7219207-2
7219213	7263231-1
7219213	6369813-5
7219217	5627788-1
7219217	5974561-1
7219220	7519846-1
7219220	5781258-4
7219220	6943606-1
7219220	6453422-5
7219220	7203872-3
7219241	5760636-3
7219241	7152169-2
7219242	7219242-1
7219294	5897656-1
7219335	7000226-4
7219335	7219335-1
7219336	7000226-4
7219336	7000226-5
7219336	7124271-2
7219349	5463745-2
7219349	4811364-2
7219349	5572702-3
7219421	7439617-2
7219421	6504242-5
7219421	7199304-2
7219421	7219421-1
7220132	7014488-1
7220132	7042077-1
7220296	7220296-1
7220296	7220296-2
7220296	7220296-3
7220296	7220296-4
7220622	6792179-3
7220622	7164585-1
7220624	6667548-2
7220624	6748350-2
7220624	7220624-1
7220624	7220624-3
7220635	5244843-1
7220635	7326656-3
7220635	6787440-6
7220635	6843852-3
7220635	6624127-3
7220635	6855639-2
7220635	6855639-3
7220635	5547417-2
7220635	6869889-6
7220668	7138316-6
7220668	6846755-1
7220668	6620741-2
7220668	8080475-1
7220671	6737365-4
7220671	7279084-2
7220671	7220671-2
7220671	6867473-3
7220671	7220671-4
7220674	5792522-3
7220674	6696758-2
7220674	6794755-7
7220674	6977220-1
7220969	3894009-7
7220969	6210843-5
7221046	6268251-1
7221046	6346743-2
7221046	6815256-5
7221050	6815256-1
7221210	6874083-2
7221210	6903598-1
7221531	7093033-3
7221531	7221531-1
7221531	7221531-2
7221531	7480832-2
7221609	8099687-2
7221650	6275508-1
7221650	6914881-2
7221913	6834260-2
7221913	7221913-2
7222030	6792617-2
7222030	6611863-1
7222052	6437783-2
7222052	6883047-2
7222062	5940587-1
7222062	7143279-1
7222135	7197599-1
7222135	7222135-2
7222175	6185625-4
7222175	7222175-2
7222175	7222175-3
7222199	4875191-1
7222199	7222199-1
7222203	6112283-2
7222203	6347362-2
7222203	6347337-1
7222208	5410267-2
7222208	6445170-1
7222253	6842807-2
7222253	6871119-1
7222254	5392285-1
7222254	8781641-2
7222258	5940587-1
7222258	7310725-2
7222264	6944850-4
7222264	7128513-1
7222264	7222264-3
7222339	5940587-1
7222339	7310725-2
7222347	8209480-2
7222403	7222403-1
7223027	6846986-2
7223027	6618408-3
7223027	7008122-2
7223027	7008122-3
7223027	7223027-2
7223448	6610123-2
7223448	7223448-2
7223613	5270264-1
7223613	6879019-1
7223613	6879019-2
7223613	6890813-2
7223613	6974984-4
7223629	6775218-4
7223629	6860652-2
7223631	6191359-5
7223631	5914749-3
7223631	7026707-3
7223633	7223633-1
7223633	7223633-2
7223633	7223633-3
7223638	6043560-3
7223650	8731346-2
7223660	5105753-1
7223679	5244843-1
7223679	6887762-1
7223679	6215165-6
7223679	7138316-6
7223679	6787440-6
7223679	6858478-2
7223679	6825506-3
7223685	6838383-1
7223685	7223685-1
7223694	6841458-1
7223694	6733679-1
7223694	6878465-1
7223695	6504242-1
7223695	6841458-1
7223695	7087104-5
7223701	7153780-2
7223701	7223701-1
7223705	7223705-1
7223705	6479028-3
7223992	5888897-1
7223992	6858478-2
7224050	6841867-1
7224050	7087451-1
7224050	7217600-1
7224059	4984036-2
7224059	7224059-1
7224067	7983020-2
7224075	7033911-1
7224075	7033911-3
7224075	7224075-3
7224203	8301970-7
7224203	6559492-1
7224225	7224225-1
7224571	7053466-1
7224571	6867491-1
7224571	6815256-1
7224571	7355836-3
7224571	7224571-1
7224724	7099386-1
7224739	7050507-2
7224739	7158594-1
7224739	7158594-3
7224739	5623644-5
7224830	7274800-1
7224830	7143320-1
7224981	8606578-1
7224981	6185625-4
7225245	6525739-2
7225245	6829725-1
7225245	6868507-3
7225245	6868507-4
7225247	6574680-1
7225247	6480809-1
7225247	7225247-3
7225247	7225247-4
7225281	6952824-3
7225281	4878193-1
7225281	6868476-1
7225281	6708321-3
7225281	6611276-1
7225316	7814485-7
7225318	4821631-1
7225318	6038294-1
7225326	5857117-2
7225332	6779054-2
7225332	7124293-1
7225347	5490279-1
7225347	5990719-2
7225347	5592682-2
7225347	8781641-2
7225349	6908227-2
7225349	7225349-2
7225349	7225349-3
7225350	5519438-3
7225350	6842831-3
7225350	7750629-2
7225350	5625779-1
7225370	6665627-1
7225370	7225370-1
7225434	7133997-1
7225434	7225434-1
7225434	7225434-2
7225434	7225434-4
7225441	6112283-2
7225441	6460124-1
7225441	5832283-6
7225441	7296267-1
7225441	6907600-4
7225441	7020766-5
7225441	7024555-5
7225441	7802250-4
7226718	7241560-5
7226718	6872505-1
7226718	7226718-3
7226812	6792179-3
7226812	6977435-6
7226824	5798552-1
7226824	5874344-2
7226824	6838329-2
7226824	6800887-1
7226824	6215165-2
7226824	7187057-5
7226831	5244843-1
7226831	6624127-3
7226831	6855639-2
7226831	6855639-3
7226842	6887762-1
7226842	6413802-4
7226842	7138316-6
7226842	6624127-3
7226842	7195985-3
7226843	6798256-2
7226843	6215165-2
7226843	6867104-1
7226843	6979609-1
7227247	6731493-2
7227247	7027289-4
7227247	7227247-3
7227248	6860652-2
7227257	6919231-3
7227257	6861274-1
7227257	6870270-3
7227377	5392285-1
7227377	6031393-1
7227377	6842035-3
7227384	7227384-1
7227384	7227384-2
7227384	8278692-3
7227384	7227384-4
7227384	7227384-5
7227414	6917659-3
7227433	6894383-1
7227433	6894383-2
7227433	6894383-3
7227589	5708767-2
7227589	6961063-1
7227875	7227875-1
7228002	5822459-1
7228023	4654909-1
7228030	4654909-1
7228031	4654909-1
7228034	6883159-2
7228103	7228103-1
7228263	6550006-1
7228263	6199159-1
7228362	8665124-4
7228362	7228362-1
7228366	6952429-2
7228366	7228366-1
7228387	7028144-1
7228387	6349363-2
7228387	7124229-1
7228400	7082508-1
7228400	7228400-1
7228402	7130990-2
7228402	6668306-4
7228402	6668306-5
7228402	6954848-6
7228405	7310725-2
7228405	7698487-3
7228406	6886062-1
7228508	6975047-1
7228515	6477674-8
7228515	6747470-3
7228515	7480360-3
7228515	6826100-3
7228515	7228515-4
7228515	7228515-5
7228528	6278592-3
7228528	6721943-2
7228528	6883089-3
7228528	6907601-1
7228528	6668306-1
7228528	6931559-5
7228528	7051193-5
7228534	7197658-4
7228534	7228534-1
7228622	7129590-1
7229221	7229221-1
7229484	5861066-9
7229484	6875086-1
7229484	7229484-3
7229887	6919578-2
7229913	6828512-1
7229913	6946737-2
7229913	7229913-2
7229922	6841458-1
7229922	6645567-1
7229933	6837306-2
7230190	7044767-1
7230190	7044767-2
7230258	7332416-1
7230258	6847044-1
7230258	7230258-1
7230317	6327145-4
7230317	6472612-1
7230317	7230317-2
7230317	7230317-3
7230339	7223633-1
7230339	7230339-2
7230339	7230339-3
7230438	6759861-1
7230450	5317202-1
7230450	5392285-1
7230450	6633178-1
7230450	7230450-4
7230456	7034732-2
7230464	6958634-1
7230489	6917659-3
7230600	6999106-1
7230617	6864887-1
7230627	6782435-2
7230627	5696768-1
7230627	6314472-3
7230627	6868469-3
7230627	7047384-3
7230806	4821096-1
7230806	6862160-2
7230842	5838203-1
7230842	6026011-1
7230842	6002272-1
7230842	6171661-4
7230842	6849909-4
7230842	6876571-1
7230842	7230842-3
7230846	5838203-1
7230846	6849909-4
7230846	6002272-1
7230846	6100751-4
7230846	6870418-1
7230846	6876571-1
7230846	6737924-1
7230846	6798256-2
7230911	6975583-1
7230926	7089126-1
7230926	7230926-1
7230959	7042917-4
7230976	7230976-1
7230976	7230976-2
7230976	7230976-3
7231045	6351533-1
7231083	6871348-1
7231083	7231083-2
7231083	7231083-3
7231083	7231083-4
7231083	7231083-5
7231083	6611629-1
7231091	5621674-1
7231117	7027677-1
7231150	6853759-1
7231150	6721087-1
7231150	6853759-3
7231463	6215165-6
7231463	7231463-1
7231468	5592682-2
7231470	4570220-1
7231470	6785793-3
7231486	5519872-3
7231486	5696768-2
7231486	6148356-4
7231486	6370633-1
7231486	6907510-2
7231486	7024555-8
7231486	7231486-4
7231497	6886062-1
7231497	6957280-1
7231497	6246805-2
7231511	8397090-6
7231511	7793111-3
7231512	5940587-1
7231512	7310725-2
7231512	7231512-3
7231513	7231513-1
7231532	7231532-1
7231532	7231532-2
7231552	6874083-2
7231552	7109737-3
7231575	7161963-1
7231575	7231575-2
7231581	7093033-3
7231605	6184781-1
7231653	7231653-1
7231833	7231833-1
7231833	7231833-2
7232526	5805421-3
7232526	6355494-1
7232526	6501597-4
7232526	5805421-2
7233051	6470104-1
7233051	5854804-1
7233051	6876050-1
7233051	7233051-2
7233068	6896774-3
7233068	8080475-1
7233162	5265227-1
7233162	5438297-3
7233162	6874083-4
7233162	6934872-2
7233162	7109737-3
7233162	7109737-5
7233163	7071723-1
7233163	8710858-1
7233166	6330660-2
7233166	6526070-2
7233166	6598155-1
7233166	6618313-1
7233166	6618313-2
7233166	6732203-6
7233166	6874039-5
7233309	7882381-1
7233309	7231532-2
7233321	6738743-1
7233321	7082254-2
7233491	6560114-4
7233491	6493233-1
7233574	6157614-3
7233574	7031336-2
7233574	7069375-2
7233574	7233574-3
7233666	6920221-2
7233666	6920221-4
7233725	6373111-1
7233776	6891488-1
7233776	5821785-2
7233780	6838944-1
7233880	6437783-2
7233880	6889265-2
7233996	6988161-2
7233996	7233996-1
7234028	6240510-2
7234028	6954886-1
7234028	6983348-3
7234028	6983348-4
7234028	6983348-5
7234029	5367657-1
7234029	6937473-1
7234029	6487643-2
7234029	5930486-3
7234029	6615319-1
7234051	7653929-1
7234051	7216211-2
7234054	5940587-1
7234054	7310725-2
7234100	7234100-1
7234113	7234113-1
7234113	7234113-2
7234947	6882762-1
7234947	6882762-3
7234947	6747216-3
7234947	7036217-3
7234947	7121841-5
7235344	6858483-6
7235344	6566280-2
7235344	6566280-1
7235344	7071125-4
7235478	5795831-1
7235478	7235478-2
7235809	5244843-1
7235809	6787440-6
7235809	6855639-2
7235809	6855639-3
7235809	6858478-2
7235809	6787440-7
7235809	7326656-3
7235809	6825506-3
7235809	7138316-6
7235843	6936518-2
7235843	7015108-1
7235880	7053466-1
7235886	7202420-1
7235886	6600652-1
7236005	6849909-4
7236005	6876571-1
7236005	6429711-4
7236005	7236005-1
7236032	5870326-1
7236045	8391673-2
7236045	6849909-2
7236045	6849909-4
7236045	6870418-1
7236045	6429711-4
7236045	7075180-3
7236059	6791210-2
7236059	5205170-1
7236059	7236059-3
7236410	5838203-1
7236410	6002272-1
7236410	6100751-4
7236410	8301970-7
7236410	6737924-1
7236410	6798256-2
7236410	6849909-4
7236410	6876571-1
7236457	7236457-1
7236497	6564357-1
7236499	6564357-1
7236500	7236500-1
7236518	4496861-1
7236599	6473070-1
7236599	6473070-2
7236648	4620707-1
7236666	6593793-3
7236666	6792179-3
7236666	6977435-6
7236666	5549784-2
7236748	7279989-2
7236748	7002518-2
7236753	6940363-1
7236760	8279355-1
7236760	7196739-1
7236790	5438683-2
7236790	6959171-2
7236920	4316106-2
7236920	6298002-1
7236920	4811364-2
7236920	6857051-2
7236920	5864478-1
7237042	7143217-2
7237042	7162550-1
7237042	7197599-1
7237051	6112283-2
7237051	7296267-1
7237051	6907600-4
7237051	7024555-5
7237051	6996525-1
7237064	7237064-1
7237102	7310725-2
7237113	7237113-1
7237128	5111067-2
7237128	5544092-1
7237128	6204714-2
7237128	6880031-2
7237128	6515672-2
7237128	6842831-3
7237128	6934872-2
7237131	6452610-1
7237131	7184708-1
7237209	7237209-1
7237209	7237209-2
7237209	7237209-3
7237333	7035107-2
7237334	7237334-1
7237914	3950848-1
7238477	5804684-1
7238477	5969517-1
7238477	6806543-3
7238477	6806543-4
7238477	6747389-2
7238477	6852492-2
7238477	6852492-3
7238477	7075642-1
7238477	6989897-4
7238604	6846755-1
7238604	6620741-3
7238604	6620741-2
7238604	6737365-4
7238604	8080475-1
7238605	6792179-3
7238610	5547417-2
7239019	6479391-2
7239019	6846755-1
7239019	5547417-2
7239019	6620741-3
7239019	6878465-1
7239019	6699798-1
7239165	4821096-1
7239165	6862160-2
7239207	6774728-2
7239207	6888415-2
7239253	7131026-1
7239254	6782435-2
7239254	7080217-1
7239254	7239254-3
7239517	7439617-2
7239517	7087521-1
7239517	7164585-1
7239524	5317202-1
7239524	6877223-2
7239524	6900991-4
7239565	6879186-1
7239615	5144442-1
7239615	5383219-1
7239615	7606259-3
7239615	6928266-3
7239665	7239665-1
7239675	7239675-1
7239675	7239675-2
7239675	7239675-3
7239675	7239675-4
7239995	7239995-1
7239995	7239995-2
7239999	7239999-1
7240140	6925552-3
7240145	5721860-1
7240164	4878193-1
7240164	6694397-1
7240164	6868476-1
7240164	6611276-1
7240164	6944850-1
7240164	6947425-3
7240164	6952824-3
7240164	7426610-2
7240168	6624535-1
7240168	6195230-1
7240176	6093216-1
7240176	7089273-1
7240187	6721868-2
7240235	6910100-1
7240247	7113985-4
7240247	7240247-1
7240247	7240247-3
7240260	5504756-2
7240260	6910173-1
7240274	5539832-1
7240274	5640427-1
7240333	6831570-3
7240333	6831570-1
7240342	5787287-1
7240342	7240342-2
7240356	5945988-5
7240356	7024377-2
7240356	5945988-3
7240356	6469634-3
7240356	5945988-4
7241147	6566611-3
7241147	6926070-2
7241147	7098534-1
7241147	7241147-4
7241339	4618158-1
7241560	6566280-2
7241560	7071091-1
7241560	7147985-2
7241560	7241560-1
7241560	7241560-2
7241560	7241560-5
7241642	7241642-1
7241653	5244843-1
7241653	6787440-6
7241653	6858478-2
7241653	6787440-7
7241653	6825506-3
7241680	4935584-1
7241680	6580174-3
7241680	6580174-4
7241680	7201583-3
7241680	7201583-5
7241706	7030430-2
7241706	6867473-3
7241707	6858483-6
7241707	6566280-2
7241707	6566280-1
7241707	6991893-3
7241707	7071125-4
7241707	7241560-1
7242019	6867425-1
7242073	6365962-2
7242073	6815256-1
7242084	7173342-1
7242084	7242084-1
7242088	6667548-2
7242088	6748350-2
7242088	7220624-1
7242088	7220624-3
7242097	6504242-1
7242098	6787453-1
7242172	6874083-3
7242172	7102338-2
7242252	6888409-1
7242261	5111067-2
7242261	6771134-4
7242261	6874083-4
7242293	7242293-1
7242293	7242293-2
7242293	7242293-3
7242293	7242293-4
7242338	6008673-1
7242338	6924761-1
7242338	5918061-1
7242338	6924761-4
7242687	6288794-1
7242687	6928076-3
7242760	6408272-1
7242847	5708767-2
7242847	6961847-1
7242866	6853759-1
7242866	7242866-2
7242921	5915018-1
7242921	6069647-3
7243041	6600493-4
7243041	6694401-1
7243154	6917594-1
7243160	7243160-1
7243167	5940587-1
7243167	7310725-2
7243171	7243171-1
7243171	7243171-2
7243171	7243171-3
7243176	6051999-2
7243176	5892377-2
7243178	7653929-1
7243191	6848100-2
7243191	6093216-1
7243191	7136802-1
7243191	7143238-2
7243191	7168071-4
7243205	6862653-2
7243205	5897656-1
7243205	6317352-1
7243205	8099687-2
7243205	6990036-2
7243205	6990036-4
7243214	6826676-1
7243214	6981113-1
7243219	6412050-1
7243219	7243219-2
7243219	7243219-3
7243222	5940587-1
7243222	7310725-2
7243224	7243224-1
7243224	7243224-2
7243231	6931454-4
7243231	6934817-1
7243231	7243231-3
7243243	7243243-1
7243249	5714870-1
7243249	7058836-3
7243249	8706031-3
7243262	6854051-1
7243262	6854075-2
7243262	7003648-3
7243272	6968490-1
7243272	4875191-1
7243295	5539832-1
7243295	5640427-1
7243309	7243309-1
7243309	7243309-2
7243342	7051193-5
7243342	7127710-1
7243342	7127710-3
7243353	5940587-1
7243353	6199159-1
7243353	6961848-2
7243365	6188991-2
7243423	6225687-1
7243497	6415612-1
7243497	6937472-1
7243497	7104313-2
7243688	7243688-1
7243705	6903930-2
7243705	6549407-1
7243705	6840794-1
7243705	4765397-2
7243705	6621698-1
7243705	6555746-1
7243705	6919231-3
7243833	7170155-1
7243833	7087451-1
7244137	6969270-1
7244137	6616471-3
7244137	6969270-3
7244634	6620512-2
7244634	7088010-1
7244634	7983020-2
7244634	7244634-3
7244634	7244634-5
7244889	6560114-1
7244889	7244889-1
7244963	6847044-2
7244983	6870270-3
7244983	6887769-1
7245001	7042077-1
7245001	6777648-1
7245003	6270354-4
7245057	5536684-3
7245057	5969517-1
7245057	6154366-5
7245156	5781258-4
7245156	7596174-1
7245156	7394331-1
7245237	7020603-1
7245258	7222175-3
7245258	7245258-1
7245258	7245258-2
7245305	6906724-1
7245305	6429865-1
7245305	6927757-2
7245305	8570318-2
7245305	6975328-3
7245352	4529685-1
7245352	7245352-2
7245499	7083422-4
7245499	7083422-7
7245499	7083422-3
7245637	6782461-1
7245637	6813658-1
7245640	7245640-1
7245651	5875122-1
7245651	6650688-2
7245655	6952144-1
7245655	6842133-2
7245682	7705620-3
7245682	6313661-1
7245682	6947859-1
7245792	6470104-1
7245877	5438683-2
7245877	6959171-2
7245879	7245879-1
7245879	7519125-1
7245879	8351522-2
7245879	7349436-3
7245880	6975583-1
7245897	6940363-1
7245945	6986023-1
7245945	7100001-6
7246022	6028451-1
7246022	6700457-3
7246022	6366466-3
7246038	6865152-2
7246038	6931646-1
7246038	7031881-3
7246100	6363160-3
7246135	7246135-1
7246191	7246191-1
7246195	7246195-1
7246195	7246195-2
7246197	6952824-3
7246197	4878193-1
7246197	6868476-1
7246205	6728265-2
7246205	7246205-1
7246205	6859841-1
7246215	5838203-1
7246215	6002272-1
7246215	6163839-1
7246219	6889314-1
7246219	7246219-2
7246219	7246219-3
7246224	5940587-1
7246224	6721868-2
7246224	6917999-1
7246224	6496891-2
7246224	7310725-2
7246224	7246224-3
7246235	6931454-4
7246235	6934817-1
7246294	7161963-1
7246294	7231575-2
7246303	5541756-4
7246303	7000061-3
7246303	7246303-1
7246350	7246350-1
7247517	6404067-2
7247517	6748350-2
7247578	6624127-3
7247876	4871688-1
7247930	5285017-1
7247930	5357512-1
7247930	8301970-7
7247930	6559492-1
7247930	6798256-2
7247930	5880945-1
7247930	6849909-2
7247930	6849909-4
7247930	6853644-2
7247930	6429711-4
7248036	4993958-1
7248036	7003698-1
7248246	7248246-1
7248251	6535206-1
7248251	6202125-2
7248285	5333154-4
7248475	6549407-1
7248475	7248475-1
7248479	7133287-2
7248479	5867774-1
7248479	7101188-2
7248481	4993958-1
7248584	6944850-1
7248593	6779054-2
7248593	6865152-2
7248594	6412694-1
7248594	7159051-1
7249014	7249014-1
7249014	7249014-2
7249199	6385550-1
7249199	6879593-1
7249230	7249230-1
7249232	6317352-2
7249232	6317352-3
7249232	6928571-1
7249232	6317352-1
7249243	4570220-4
7249243	7249243-1
7249243	7249243-2
7249243	7249243-3
7249243	7249243-4
7249243	7249243-5
7249243	7249243-6
7249245	6862679-1
7249245	6560690-3
7249248	7139900-3
7249248	7139900-4
7249248	7249248-1
7249252	7350200-4
7249253	7249253-1
7249253	6249739-2
7249268	7249268-1
7249273	7249273-1
7249273	7982478-2
7249273	7249273-3
7249273	7249273-4
7249274	6956775-2
7249350	8099730-1
7249350	7000226-4
7249955	6882762-1
7249955	6072699-1
7250327	4984036-2
7250333	4962294-2
7250333	5781258-4
7250366	6841458-1
7250678	5066370-4
7250678	6740427-1
7250678	6740427-3
7250678	6838299-4
7250678	6853076-3
7250684	6953925-3
7250684	6794760-2
7250684	6972152-1
7250783	5986473-3
7250783	6404234-2
7250783	6844750-3
7250792	6819145-1
7250792	4875191-1
7250815	6888409-1
7250815	7212141-3
7250815	7250815-2
7251127	5745985-1
7251127	6775129-2
7251127	6775129-3
7251128	6978465-1
7251128	7251128-2
7251139	6840794-1
7251139	6958912-2
7251139	7104313-4
7251219	5343086-3
7251219	7433364-5
7251219	5903916-1
7251219	6772247-1
7251219	6868476-1
7251219	7426610-2
7251219	7039018-2
7251224	7061883-1
7251224	7251224-1
7251224	7251224-3
7251226	5768264-3
7251226	5648955-2
7251226	7092372-2
7251233	6956527-2
7251282	7519125-1
7251282	8351522-2
7251282	7251282-3
7251282	7251282-4
7251292	7251292-1
7251350	5680408-1
7251350	7251350-2
7251389	6573734-2
7251389	6792179-3
7251389	6737699-2
7251671	6093216-1
7251671	7089273-1
7251671	7251671-2
7251704	5696768-2
7251704	5625779-1
7251723	7251723-1
7251739	6870767-1
7251740	5585288-1
7251755	6898651-2
7251755	6973526-1
7251755	7213094-1
7251811	5930830-3
7251811	7047395-1
7251824	7010608-1
7251824	6879593-2
7251824	7251824-2
7251824	7251824-3
7251880	5617294-4
7251880	5794007-1
7251880	6875931-1
7251880	6472612-1
7252537	6498512-1
7252537	6288667-1
7252537	6498305-1
7252537	7002430-2
7252854	4618158-1
7252877	6620512-2
7252877	6837306-2
7252877	6841867-3
7253088	6620512-2
7253088	7053491-1
7253088	7088010-1
7253088	7179683-4
7253088	7983020-2
7253088	7244634-3
7253088	7244634-5
7253088	7253088-3
7253088	7119314-2
7253088	7253088-5
7253523	6903930-2
7253523	6840777-1
7253523	6841867-3
7253523	7241147-4
7253939	3950848-1
7253939	6886954-1
7254056	6249131-1
7254133	7280471-2
7254133	7065598-4
7254165	6970524-1
7254165	7184416-2
7254454	6023241-1
7254676	5671422-1
7254676	5940587-1
7254676	6473853-1
7254676	7254676-3
7254676	7254676-5
7254681	7000082-1
7254703	7254703-1
7254707	5490279-1
7254707	6112283-2
7254707	5784628-1
7254707	5539739-2
7254707	4888679-3
7254707	5757919-2
7254707	6775129-2
7254707	6934817-1
7254707	5886915-2
7254707	6934817-4
7254707	6948065-1
7254708	6545448-2
7254728	5059823-1
7254728	6882200-3
7254728	7058827-1
7254730	8209480-2
7254730	6850975-1
7254730	6218863-1
7254730	7080271-10
7254730	7080271-2
7254730	7080271-9
7254730	5890162-1
7254730	7348957-4
7254730	6952674-1
7254744	5714870-1
7254744	7228103-1
7254744	7254744-2
7254803	4529685-1
7254803	7254803-1
7255492	6327145-4
7255492	6627822-2
7255492	7122891-2
7255492	7168164-4
7255494	6860652-2
7255496	6775218-4
7255496	6860652-2
7255573	6731493-2
7255573	7027289-4
7255573	7227247-3
7255578	7133287-2
7255578	5867774-1
7255578	D396470-5
7256058	6504242-1
7256058	7439617-2
7256058	6504242-5
7256059	6792179-3
7256059	6977435-6
7256089	5959340-2
7256089	6737728-3
7256089	6737699-2
7256740	6842141-1
7256740	8225252-2
7256825	5638068-1
7256825	6633609-1
7256825	6404812-1
7256872	6610123-2
7256872	7101811-1
7256929	6850364-3
7256929	5854804-1
7257079	6694394-1
7257142	6282215-2
7257142	6859330-1
7257142	7061946-1
7257257	6003111-2
7257257	6996525-1
7257257	6725341-1
7257283	4654909-1
7257283	6470104-1
7257283	5854804-1
7257529	6996525-1
7257538	6950130-1
7257572	7257572-1
7257643	7039018-1
7257643	7058725-1
7257643	7058725-3
7257643	7257643-3
7257651	6779053-2
7257651	6918020-2
7257659	7152128-6
7257659	7159060-1
7257665	6868476-1
7257665	7257665-1
7257682	6347362-2
7257682	7127566-1
7257693	6961823-1
7257693	6785793-3
7257693	6848100-2
7257693	7143238-2
7257693	7143238-4
7257695	7263231-1
7257695	6044457-1
7257728	6330639-3
7257728	6859851-1
7257756	6157206-1
7257756	7257756-1
7257757	6384872-1
7257757	7257757-1
7257757	7257757-3
7257808	5710927-1
7257809	7127710-1
7257809	7127710-3
7258965	7759028-2
7258965	6968532-2
7259023	4992980-3
7259023	6265292-5
7259023	7135696-1
7259023	7135696-2
7259109	6566280-2
7259344	6825428-2
7259344	6980355-3
7259344	7259344-2
7259453	7610493-1
7259750	5745985-1
7259750	6775129-2
7259750	6775129-3
7259750	D418767-1
7259769	7882381-1
7259769	7231532-2
7259875	7259875-1
7259904	6853654-1
7259961	6880345-1
7259961	6880345-2
7259965	6358327-4
7259965	6415612-1
7259965	6549407-1
7259965	6833289-2
7259965	6840794-1
7259965	4765397-2
7259965	6621698-1
7259965	6903930-2
7259965	7104313-2
7259982	6791102-1
7260007	6081132-1
7260007	6317352-1
7260007	6473070-1
7260007	6473070-2
7260007	7882381-1
7260007	5994919-1
7260106	6247061-1
7260106	6795434-4
7260139	6307878-2
7260139	7260139-1
7260281	6859587-1
7260281	6876783-1
7260282	6859587-1
7260282	6876783-1
7260296	5578342-1
7260296	7040012-1
7260361	6975583-1
7260362	7260362-1
7260368	7260368-1
7260392	7085595-1
7260393	7177637-2
7260393	7260393-1
7260562	7260562-1
7260562	7260562-2
7260592	6859851-1
7260659	7136987-1
7260659	7257757-1
7260661	6868507-3
7260661	5857117-2
7260661	7260661-1
7260672	6886062-1
7260674	6854051-1
7260684	5701442-1
7260684	5930830-3
7260684	7047395-1
7260691	8099687-2
7260704	6412050-1
7260704	6675280-1
7260705	6857051-2
7260705	6278592-3
7260705	6721943-2
7260705	6883089-3
7260705	6907601-1
7260705	6668306-1
7260705	6931559-5
7260705	6938126-1
7260705	7051193-5
7260706	7047400-1
7260736	6017819-1
7260766	5539832-1
7260766	6381450-3
7260766	6848069-1
7260835	6577274-1
7260848	5940587-1
7261572	6860652-2
7262070	4962294-2
7262070	6703625-1
7262077	6774471-1
7262077	7262077-1
7262077	7262077-3
7262077	7262077-4
7262077	7262077-5
7262107	5838203-1
7262107	6002272-1
7262107	6100751-4
7262107	6163839-1
7262107	6737924-1
7262107	6849909-4
7262107	6870418-1
7262107	6876571-1
7262140	6624127-3
7262140	6737699-2
7262492	7089984-1
7262492	7262492-2
7262492	7262492-3
7262504	6841458-1
7262504	6733679-1
