patent_id	inventor_id
6791356	5410267-2
6791356	6845424-4
6791364	6137319-1
6791364	5986473-3
6791372	6501256-3
6791376	6424175-3
6791399	5905391-1
6791399	6501256-3
6791412	7158594-1
6791428	7705620-3
6791428	6657507-1
6791428	7449919-1
6791428	6657507-3
6791428	6791428-5
6791759	4618158-1
6791759	5825525-1
6791759	6791759-3
6791832	6791832-1
6791832	6791832-2
6791889	7161851-1
6792102	6408272-1
6792179	5549784-2
6792179	6975017-1
6792179	6593793-3
6792179	6792179-3
6792272	7430419-2
6792272	6459398-2
6792392	6792392-1
6792438	5249158-1
6792438	6851013-2
6792438	7269614-2
6792443	7747669-1
6792446	4811364-2
6792446	5572702-3
6792446	6792446-1
6792478	6898651-2
6792478	7653929-1
6792488	6952824-3
6792488	6708321-3
6792488	4878193-1
6792489	6874083-4
6792489	5235549-2
6792489	6874083-3
6792491	5760636-3
6792494	5857117-2
6792494	6792494-1
6792495	6886062-1
6792495	6952429-2
6792496	6347351-2
6792496	6785793-4
6792516	5696768-1
6792516	6633299-3
6792516	6510472-1
6792523	4974155-2
6792523	5226127-1
6792523	5361370-8
6792523	5561780-3
6792523	5490279-1
6792523	6934817-4
6792523	5701508-4
6792523	5701508-9
6792523	5852726-4
6792523	6792523-7
6792551	5990719-2
6792563	5638382-2
6792563	6202125-5
6792563	6792563-1
6792572	6792572-1
6792581	7159201-3
6792581	6564358-3
6792581	6792581-3
6792588	6288566-1
6792599	7069556-1
6792599	5812852-2
6792599	6286130-2
6792599	6792599-1
6792617	6792617-1
6792617	6792617-2
6793408	6868464-1
6793408	6421785-2
6793503	6856016-2
6793503	6327145-4
6793503	7122891-2
6793505	6856016-2
6793505	6327145-4
6793505	7122891-2
6793717	7368020-1
6793717	6610123-2
6794223	6154366-5
6794223	7782649-1
6794223	6443749-2
6794225	6586843-1
6794225	7387827-1
6794225	6617683-2
6794225	7033911-1
6794232	6858478-2
6794232	5714418-2
6794232	5888897-1
6794232	6373111-1
6794268	7135696-1
6794268	6794268-2
6794623	6900991-4
6794623	6703299-2
6794630	6849909-4
6794630	6100751-4
6794630	7053449-1
6794748	6840794-1
6794751	6632704-1
6794755	6952269-1
6794755	6936518-2
6794755	6977220-1
6794755	6448177-1
6794755	6479391-2
6794755	6689675-1
6794755	6696758-2
6794755	6794755-7
6794760	6561820-4
6794760	6794760-2
6794760	6841855-1
6794760	6794760-4
6794761	6586843-1
6794761	6703299-2
6794895	7076677-1
6794919	7705620-3
6794919	5815013-1
6795074	6917950-1
6795074	6795074-2
6795106	6871348-1
6795286	4821096-1
6795286	6008970-1
6795310	5745985-1
6795311	4765397-2
6795311	6358327-4
6795311	6415612-1
6795338	6990017-1
6795338	4871688-1
6795434	6574663-2
6795434	7113487-2
6795434	6795434-3
6795434	6795434-4
6795438	4315310-2
6795438	5674003-2
6795438	6925083-3
6795438	6690647-1
6795448	5396622-2
6795448	6151391-1
6795448	6795448-1
6795501	5812699-2
6795566	5875122-1
6795566	6046859-1
6795592	5875122-1
6795592	6707928-3
6795592	6707928-2
6795592	6681060-5
6795592	6707928-1
6795592	6795592-2
6795592	6795592-5
6795781	6925573-1
6795781	6560114-1
6795786	5208491-1
6795786	7069453-2
6795837	5249158-1
6795845	6578138-2
6795845	5546434-1
6795845	6535905-1
6795873	6795873-1
6795873	6795873-2
6795876	5625779-1
6795877	7539994-2
6795881	6694394-1
6795884	4620707-1
6795884	5652895-1
6795896	7058836-3
6795896	7069456-4
6795899	5437021-1
6795899	6317352-3
6795905	4888679-3
6795905	5490279-1
6795905	5757919-2
6795905	6934817-4
6795905	5886915-2
6795905	6775129-2
6795905	6112283-2
6795905	5784628-1
6795905	6934817-1
6795905	5539739-2
6795919	6085321-1
6795919	6085321-2
6795933	6522825-1
6795948	7216274-6
6795948	7216274-4
6795973	6636245-1
6797085	6913999-2
6797085	6624643-2
6797085	6327145-4
6797085	6856016-2
6797556	5244843-1
6797556	6887762-1
6797556	7410884-3
6797622	6188117-2
6797622	6855639-2
6797622	6624127-3
6797622	6797622-1
6797979	6969866-4
6797979	5739579-1
6797979	6569705-2
6798003	4897154-2
6798003	5174860-3
6798076	5334804-5
6798076	8781641-2
6798137	5660321-2
6798248	8301970-7
6798248	6559492-1
6798256	6559492-1
6798256	6798256-1
6798256	6798256-2
6798265	5357512-1
6798265	5905391-1
6798265	6208186-1
6798265	6411151-3
6798293	6420932-1
6798293	6501256-3
6798314	6972637-1
6798364	5822459-1
6798364	5995122-3
6798364	6105111-2
6798364	8447962-2
6798364	6957317-3
6798364	6961823-1
6798411	6918022-2
6798411	6366279-1
6798415	6429865-1
6798415	6906724-1
6798415	6593927-3
6798429	6363160-3
6798662	6191475-3
6798662	6583987-1
6798800	6304586-1
6798800	6870867-2
6798800	6798800-3
6798825	6026118-1
6798901	5875122-1
6798901	6798901-1
6798901	6798901-3
6798964	6751002-1
6799220	6496503-1
6799220	6799220-2
6799235	6003135-2
6799235	6625707-1
6799241	5822788-3
6799241	6330639-3
6799257	7020762-1
6799257	6799257-2
6799265	5850533-1
6799268	5463745-2
6799268	6578138-2
6799268	6799268-2
6800406	6195169-1
6800548	5270264-1
6800554	5792522-3
6800554	6977220-1
6800554	6696758-2
6800554	6794755-7
6800887	7187057-5
6800887	5798552-1
6800887	5874344-2
6800887	6215165-2
6800887	6838329-2
6800887	6800887-1
6800908	5870326-1
6800918	6894398-1
6800947	6840777-1
6801026	6559492-1
6801026	6798256-1
6801026	6798256-2
6801043	6917659-3
6801043	6700455-2
6801143	6564357-1
6801143	6801143-1
6801143	6801143-2
6801196	6920221-1
6801196	6801196-1
6801208	6976099-3
6801208	6845432-1
6801208	6073210-5
6801208	6801208-1
6801208	6801208-3
6801209	5708767-2
6801209	8447962-2
6801295	4745422-1
6801295	5665518-1
6801295	6399926-1
6801295	6801295-1
6801295	6801295-3
6801295	5330053-3
6801298	3950848-1
6801422	6365962-2
6801430	6358327-4
6801436	5794007-1
6801436	6472612-1
6801436	5617294-4
6801436	6875931-1
6801459	6317352-3
6801459	6862653-2
6801459	5974571-2
6801463	5838203-1
6801463	6849909-4
6801463	6002272-1
6801463	6876571-1
6801465	5838203-1
6801465	6849909-4
6801465	6002272-1
6801465	6351156-3
6801470	6867956-1
6801470	6801470-1
6801581	5539832-1
6801581	6587511-2
6801581	6741662-4
6801592	6801592-1
6801625	6801625-1
6801676	6470104-1
6801689	6856730-1
6801689	6904201-1
6801689	6847762-1
6801689	6160656-2
6801777	7103098-2
6801963	6092142-4
6801963	6128718-2
6801963	6801963-3
6801976	5850557-1
6801976	6088762-1
6801976	6801976-2
6801976	6801976-3
6802003	5752050-1
6802003	6192375-1
6802003	6795873-2
6802004	5752050-1
6802004	6192375-1
6802004	6795873-2
6802018	5592682-2
6802018	7058836-3
6802018	6625707-1
6802018	6802018-2
6802024	6802024-1
6802035	6400699-6
6802035	7191381-2
6802035	6963619-1
6802039	6505318-2
6802039	7707266-4
6803159	6803159-1
6803285	6903598-3
6803285	6979609-1
6803527	6856016-2
6803527	6072699-1
6803649	6091093-1
6803649	6268251-1
6803649	6346743-2
6803649	6731493-2
6803649	7511359-1
6803652	6350136-2
6803652	6425778-2
6803652	6590771-1
6803753	6163839-1
6803790	5905391-1
6803790	5410267-2
6803790	6845424-4
6803797	4992980-1
6803820	5706484-2
6803945	5333154-4
6804278	6763047-2
6804278	6282215-2
6804278	6600169-1
6804278	6853654-1
6804317	5768162-5
6804317	6445230-1
6804317	6804317-2
6804355	6920221-4
6804616	6925573-1
6804632	5701442-1
6804632	7975129-3
6804717	6247061-1
6804717	6574663-2
6804735	4803622-1
6804735	6148356-4
6804735	5559974-1
6804735	6334171-3
6804735	6880031-2
6804800	7343528-1
6805560	6791832-1
6805560	6791832-2
6806146	7545194-3
6806146	6855639-2
6806146	6624127-3
6806146	6849509-1
6806168	6975017-1
6806168	6977435-6
6806204	6373111-1
6806204	6806204-1
6806543	7170155-1
6806543	6806543-2
6806543	6806543-3
6806543	6806543-4
6806569	6933168-3
6806569	7024565-2
6806739	6849909-4
6806739	6429711-4
6806739	6642765-3
6806777	6429742-1
6806873	6366279-1
6806873	6906724-1
6806987	6934064-1
6806987	6672722-3
6807234	5961589-1
6807572	6807572-1
6807592	4803622-1
6807592	6148356-4
6807592	5559974-1
6807592	6334171-3
6807592	6880031-2
6807600	6092142-4
6807600	6801963-3
6807643	6272629-1
6807643	6542979-1
6808954	5536684-3
6808954	5969517-1
6808954	6154366-5
6808955	6154366-5
6808993	5105753-1
6808993	7326656-3
6808993	6413802-4
6808993	6808993-1
6808993	6808993-3
6808993	6808993-5
6808993	6808993-7
6808993	6808993-8
6809017	5244843-1
6809017	5780346-4
6809017	6180496-1
6809017	6855639-2
6809260	7053466-1
6809327	7332416-1
6809328	6847044-2
6809328	6549272-2
6809328	6121058-2
6809328	7332416-1
6809337	5805421-3
6809420	6759112-1
6809470	5225932-1
6809470	6094215-2
6809470	5266445-1
6809538	5880945-1
6809545	6809545-1
6809596	6894568-2
6809596	6819172-1
6809596	6774728-2
6809596	6888415-2
6809606	5111067-2
6809606	6400028-1
6809606	6874083-4
6809606	6157206-1
6809606	6880031-2
6809606	6771134-4
6809606	6809606-2
6809617	6154366-5
6809617	7782649-1
6809617	7042308-1
6809617	7170155-3
6809625	6555746-1
6809625	6555746-2
6809625	6555746-3
6809928	5707247-1
6809928	5973399-1
6809928	6504719-1
6809928	7002795-1
6809962	7075822-1
6809962	6747893-1
6810397	6950130-1
6810397	6678635-2
6810411	6810411-1
6810411	7617274-2
6810416	5990846-1
6810418	6587950-2
6810418	6810418-1
6810443	5857117-2
6810467	5367657-1
6810467	6937473-1
6810467	5930486-3
6810467	6615319-1
6810472	7085889-4
6810486	6233200-1
6810486	5357204-1
6811272	5638499-2
6811272	6962424-2
6811324	6876050-1
6811410	6346743-2
6811410	6815256-5
6812086	5244843-1
6812086	6887762-1
6812086	7138316-6
6812086	6723622-3
6812132	8080475-1
6812132	6896774-3
6812548	7202420-1
6812548	6815831-1
6812566	6469482-1
6812566	6812566-2
6812757	5905391-1
6812757	6208186-1
6812757	6420912-2
6812761	6288667-1
6812761	6498512-1
6812810	6154366-5
6812810	7042308-1
6812814	5969517-1
6812814	6154366-5
6812814	7782649-1
6812814	6662419-3
6812814	7170155-1
6812814	6787970-1
6812935	6259014-1
6812935	6711301-3
6812958	6545448-2
6813149	6493233-1
6813149	6560114-3
6813149	6560114-4
6813149	6741465-1
6813153	6837306-2
6813153	6504242-1
6813251	6886062-1
6813251	6952429-2
6813279	6813279-1
6813384	5875122-1
6813384	6094508-1
6813384	6373481-1
6813431	6737699-2
6813431	6856129-3
6813431	6559953-1
6813432	6876783-1
6813628	4972338-1
6813628	6857051-2
6813628	5391518-1
6813628	6055606-1
6813658	6782461-1
6813658	6813658-1
6813665	6857048-1
6813665	6813665-1
6813665	6813665-3
6813767	6625696-1
6815220	5285017-1
6815220	6815220-2
6815256	6268251-1
6815256	6346743-2
6815256	6731493-2
6815256	6815256-1
6815256	6815256-5
6815310	6858478-2
6815310	6180496-1
6815655	6617880-1
6815831	6815831-1
6815977	7216274-6
6815977	5614838-2
6815977	6815977-1
6815977	6815977-2
6815977	7216274-5
6815978	6815978-1
6816010	6316966-1
6816010	7023280-2
6816010	6774728-2
6816010	6888415-2
6816035	5969517-1
6816035	6154366-5
6816035	6662419-3
6816071	6816071-1
6816167	7904701-4
6816167	6044457-1
6816167	6633299-3
6816172	5606691-4
6816172	5945988-4
6816172	5945988-3
6816172	6184918-3
6816286	6184781-1
6816323	6585427-1
6816323	6983096-2
6816323	6838658-1
6816323	6816323-1
6816323	6816323-2
6816480	6697421-2
6816480	6697421-1
6816480	6816480-2
6816504	5896384-1
6816516	6763047-2
6816554	6026011-1
6816648	3950848-1
6816949	8447962-2
6816949	6870573-2
6816949	6957317-3
6816949	6470094-2
6816963	6014511-2
6816963	6816963-2
6816986	6330639-2
6817091	6504242-1
6817091	7439617-2
6817091	6504242-5
6817442	7269481-4
6817442	6425778-2
6817442	6700266-1
6817878	5794007-1
6817878	6472612-1
6817878	6875931-1
6817878	6817878-3
6818155	6856016-2
6818155	6535383-3
6818155	6818155-1
6818155	6818155-4
6818357	5303002-1
6818361	5303002-1
6818468	6876050-1
6818548	4824767-2
6818548	6818548-2
6818559	5282140-3
6818559	6864114-1
6819017	6839237-2
6819017	6425778-2
6819017	6560114-1
6819017	6700266-1
6819017	6724183-3
6819099	6315586-1
6819099	6543562-3
6819130	6535006-1
6819130	6621287-2
6819130	6898852-1
6819145	4875191-1
6819145	6819145-1
6819172	6888415-2
6819172	6819172-1
6819321	6976099-3
6819321	5995122-4
6819321	6801208-1
6819543	6225687-1
6819543	6606237-6
6819543	6819543-3
6819572	6819572-1
6819573	6559492-1
6819793	7102636-1
6819793	7102636-2
6819793	7397946-3
6819836	4966868-2
6819839	6373111-1
6819839	6559953-1
6820049	6697421-2
6820049	6363335-3
6820054	5148489-2
6820054	6820054-2
6820087	4860197-2
6820087	6313766-2
6820106	4905180-1
6820106	6058403-2
6820106	6615229-3
6820140	6092142-4
6820140	6128718-2
6820140	6801963-3
6820141	5857117-2
6820154	6820154-1
6820158	6078980-1
6820158	6553439-2
6820158	6820158-2
6820163	6928571-1
6820163	6317352-1
6820163	6317352-2
6820163	6317352-3
6820163	6366466-3
6820169	5822788-3
6820169	6330639-3
6820177	5652895-1
6820250	7533300-3
6820250	6175957-2
6820253	5710927-1
6821032	4868967-2
6821032	6816323-2
6821032	6511418-1
6821032	6585427-1
6821032	6983096-2
6821032	6950594-1
6821032	6821032-3
6821032	6821032-7
6821730	5878061-1
6821823	4835120-2
6821823	5513070-3
6822256	6934064-1
6822256	6605903-1
6822389	6934064-1
6822389	6822389-1
6822474	6892281-1
6822491	5821785-2
6822526	6822526-1
6822526	6822526-2
6822535	5969517-1
6822535	6154366-5
6822535	6662419-3
6822658	6429865-1
6822658	6906724-1
6822658	6822658-1
6822698	6023241-1
6822867	6535383-3
6822976	6166563-2
6822976	5974571-2
6822979	6763047-2
6822996	7013071-1
6822996	6282215-2
6822996	6313970-3
6822996	6853654-1
6822996	6859330-1
6823016	5529368-1
6823016	5867584-1
6823016	6728313-4
6823016	6823016-4
6823023	5878061-1
6823127	4618158-1
6823127	5880372-1
6823127	6823127-1
6823127	6823127-4
6823199	6823199-1
6823222	6025990-1
6823222	6823222-2
6823222	6823222-5
6823222	D437593-1
6823222	D437593-6
6823222	D446213-3
6823240	5760636-3
6823257	6023241-1
6823353	4974155-2
6823353	8131989-1
6823353	5361370-8
6823353	6792523-7
6823353	5701508-4
6823357	6308227-2
6823357	6823357-2
6823414	6708229-2
6823418	4860197-2
6823418	6397304-1
6823421	6772097-1
6823421	7139693-2
6823426	7103743-1
6823426	6378044-2
6823438	6952824-3
6823438	6944850-1
6823438	6708321-3
6823438	6640329-2
6823455	5822459-1
6823455	6870573-2
6823455	6957317-3
6823465	7062665-1
6823500	6148433-5
6823500	6658631-1
6823500	6823500-1
6823500	6823500-2
6823516	5760636-3
6823783	7185799-2
6825063	5174860-3
6825063	5472900-2
6825063	6154366-4
6825063	6154366-5
6825063	6586822-2
6825117	5340370-2
6825117	5340370-1
6825117	6838383-1
6825428	6154366-5
6825428	6825428-2
6825470	4659427-3
6825470	5748303-3
6825470	5875122-1
6825470	6069351-1
6825470	6094508-1
6825470	6208393-2
6825506	5244843-1
6825506	6873013-2
6825506	6825506-3
6825557	5805421-2
6825557	6355494-1
6825687	6849909-4
6825687	6849909-2
6825687	6100751-4
6825687	7053449-1
6825693	7750629-2
6825693	6453422-5
6825696	6420932-1
6825696	6501256-3
6825719	5640427-1
6825719	6587511-1
6825719	6587511-2
6825724	6501256-3
6825874	6825874-1
6825988	7332416-1
6826100	7139957-2
6826100	5954523-1
6826100	5977789-1
6826100	7480360-3
6826100	6826100-3
6826100	6826100-5
6826100	6826100-7
6826495	6495997-1
6826495	6128748-2
6826573	6134636-3
6826573	6826573-2
6826581	7271764-3
6826581	6826581-2
6826588	4972338-1
6826588	6857051-2
6826588	5391518-1
6826588	6055606-1
6826619	5367657-1
6826619	6061764-1
6826619	6487643-2
6826631	6826631-1
6826645	5881279-3
6826676	6826676-1
6826970	6839237-2
6826970	6425778-2
6826970	6700266-1
6826970	6724183-3
6828215	6555444-1
6828512	6828512-1
6828512	6828512-2
6828512	6828512-3
6828613	6841458-1
6828613	6828613-2
6828638	6849909-4
6828638	6100751-4
6828638	6208186-1
6828638	8301970-7
6828838	4415817-1
6828838	6828838-2
6828841	5986473-1
6828841	5986473-3
6828841	6909127-2
6828857	8301970-7
6828857	6737924-1
6828962	5799304-1
6828962	6437785-1
6828962	7426403-3
6829133	6480370-1
6829133	5139971-2
6829143	5057023-1
6829143	6582542-3
6829184	6862653-2
6829184	5873119-2
6829259	6304586-1
6829259	6870867-2
6829259	6631146-3
6829264	6842545-4
6829268	6304586-1
6829268	6870867-2
6829268	6631146-3
6829268	6917632-1
6829268	6829268-5
6829335	6829335-1
6829553	6665627-1
6829553	6898746-2
6829652	7475167-1
6829667	7043583-1
6829668	7013029-1
6829668	6829668-2
6829692	6128718-2
6829692	6782463-2
6829692	7123674-3
6829713	5760636-3
6829713	6829713-2
6829725	6525739-2
6829725	6829725-1
6830470	7909627-4
6830470	7034544-3
6830813	6847044-2
6830851	5303002-1
6831233	6225687-1
6831263	5948105-2
6831263	6383139-1
6831263	6614954-4
6831263	6614954-5
6831263	6831263-1
6831521	6888415-2
6831521	6819172-1
6831521	6831521-1
6831570	6448485-1
6831570	6831570-1
6831570	6831570-3
6831570	6831570-4
6831598	6879593-2
6831598	6504503-2
6831637	6069351-1
6831836	5646822-1
6831836	6415612-1
6831840	6239979-1
6831862	4858186-1
6831862	5306963-2
6831862	6434049-1
6831868	6643200-2
6831868	6831868-1
6831868	6831868-3
6831871	5838203-1
6831871	6849909-4
6831871	6002272-1
6831871	6876571-1
6831979	6295604-1
6832177	5437021-1
6832177	5873119-2
6832241	5384692-1
6832241	6470378-2
6832241	6470378-3
6832242	7013029-1
6832256	7177323-2
6832268	6061764-1
6832268	6813665-1
6832268	6832268-1
6832274	7017017-1
6832274	6601117-1
6832306	6618313-1
6832306	6330660-2
6832325	5964880-2
6832920	5411405-2
6832920	6863554-1
6832920	6089922-2
6832920	6089922-3
6833195	6645831-1
6833195	7148122-2
6833289	6792179-3
6833289	6833289-2
6833320	6878465-1
6833320	6566280-2
6833320	6737365-4
6833321	6579795-1
6833321	6861274-1
6833563	6555746-1
6833563	6555746-2
6833563	6555746-3
6833615	6359233-2
6833615	6622905-2
6833735	4905180-1
6833735	6111435-2
6833735	6111435-4
6833735	6833735-4
6833762	7023280-2
6833762	6774728-2
6833817	6833817-1
6833833	4620707-1
6833863	6295570-1
6833983	6025705-1
6833983	5939870-2
6834112	6950523-1
6834123	5875122-1
6834123	6798901-3
6834123	6834123-3
6834133	6975017-1
6834133	6792179-3
6834260	6834260-1
6834260	6834260-2
6834291	6801052-3
6834291	6834291-1
6834307	7080308-1
6834307	6629195-2
6834307	6615305-1
6834307	6834307-3
6834323	5357475-1
6834323	6851013-2
6834323	5677869-3
6834323	6732306-4
6834355	6957354-1
6834549	6834549-1
6834549	6834549-2
6835911	5878061-1
6836016	6987428-2
6836016	6449308-1
6836167	5898678-4
6836176	7317346-2
6836176	6917554-1
6836176	6605984-2
6836407	6560114-4
6836407	6891724-2
6836407	6741465-1
6836544	6362698-1
6836604	6879743-1
6836704	5646618-1
6836755	7952941-1
6836755	8362806-3
6836755	6836755-3
6836809	6732329-1
6836816	6925558-1
6836826	6055606-1
6836841	5655122-1
6836841	6505345-1
6836850	6971034-5
6836853	5708799-1
6836853	6851013-2
6836872	6670800-1
6837057	6358327-4
6837057	6415612-1
6837058	7272006-5
6837058	6358327-4
6837058	6188576-1
6837306	6837306-1
6837306	6837306-2
6837306	4765397-2
6837423	5333154-4
6838294	6838294-1
6838294	6838294-2
6838294	6838294-3
6838294	6838294-4
6838299	6977220-1
6838299	6975017-1
6838299	6838299-1
6838299	6838299-2
6838299	6838299-4
6838313	5660321-3
6838313	6632704-1
6838329	6423615-1
6838329	6503844-1
6838329	6215165-2
6838329	6838329-2
6838329	7719057-3
6838329	6838329-6
6838329	6838329-7
6838383	6838383-1
6838658	6775218-4
6838658	6838658-1
6838658	6838658-3
6838683	6838683-1
6838683	6838683-2
6838863	6849909-2
6838863	8301970-7
6838863	6559492-1
6838863	6798256-2
6838863	6838863-4
6838910	5986473-1
6838910	6137319-1
6838910	5986473-3
6838910	6838910-2
6838939	6501256-3
6838944	6838944-1
6838945	6275555-1
6838957	6654214-1
6839049	6839049-1
6839093	6392712-2
6839237	6560114-1
6839237	6560114-3
6839237	6560114-4
6839237	6839237-2
6839290	5561783-3
6839290	6091431-1
6839290	7345689-2
6839539	5648955-1
6839539	5548253-1
6839539	6310584-1
6839709	6839709-1
6839709	6839709-2
6839729	6839729-1
6839758	6839758-1
6839764	6802024-1
6839769	5333154-4
6839769	6839769-2
6839776	6839776-1
6839787	6016352-1
6839787	6401152-3
6839793	6839793-1
6839812	6434663-2
6839812	6839812-2
6839814	6857051-2
6839814	5881279-3
6839814	6134636-2
6839814	6505318-2
6839814	4972338-1
6839823	5357475-1
6839823	5860124-3
6839823	6839823-3
6839823	5860124-4
6839823	6839823-5
6839842	6839842-1
6839842	6839842-2
6839846	5752050-1
6839846	6839846-2
6839846	6192375-1
6839854	6025705-1
6840169	7185799-2
6840777	6840777-1
6840777	6480370-1
6840794	6840794-1
6841322	6841322-1
6841413	6848177-1
6841413	6977435-6
6841413	6841413-1
6841458	6841458-1
6841458	6828613-2
6841470	4775550-4
6841470	7751719-1
6841842	6346743-2
6841855	6840794-1
6841855	6841855-1
6841867	6837306-2
6841867	6841867-1
6841867	6841867-3
6841867	6748350-2
6841924	6369498-1
6842027	5964880-2
6842027	5552338-1
6842035	5392285-1
6842035	6031393-1
6842035	6842035-3
6842056	5111067-2
6842056	6157206-1
6842056	6341326-2
6842133	6842133-1
6842133	6842133-2
6842180	6845432-1
6842180	6073210-5
6842180	6643745-5
6842180	6718440-2
6842181	5875122-1
6842190	5638068-1
6842190	6633609-1
6842190	6404812-1
6842227	6834549-2
6842228	6834549-2
6842357	4326573-2
6842452	6842452-1
6842572	6670210-1
6842696	6545448-2
6842776	5652895-1
6842791	6564357-1
6842791	7489683-1
6842807	6842807-1
6842807	6842807-2
6842812	6842812-1
6842812	6842812-2
6842812	6842812-3
6842813	6347351-2
6842813	5696768-2
6842827	6842827-1
6842827	6842827-2
6842827	6801976-2
6842828	6842827-1
6842830	5367657-1
6842830	6487643-2
6842830	5930486-3
6842831	6330639-3
6842831	5822788-3
6842831	6842831-3
6842840	6842840-1
6842840	6298006-1
6842842	6766449-1
6842842	6842842-2
6842845	6618313-1
6842845	6330660-2
6842850	6618313-1
6842850	6330660-2
6843574	6445520-1
6843574	6843574-1
6843574	6843574-2
6843574	6754431-5
6843574	5880372-1
6843852	6841458-1
6843852	6843852-2
6843852	6843852-3
6843852	6733679-1
6844738	6999888-4
6844738	6844738-2
6844738	6844738-3
6844750	5986473-3
6844750	6404234-2
6844750	6844750-3
6845008	6358327-4
6845008	6415612-1
6845008	6595022-1
6845010	6479895-1
6845121	6853654-1
6845132	6845132-1
6845346	6618046-3
6845346	6845346-2
6845424	5905391-1
6845424	5410267-2
6845424	6501256-3
6845424	6420932-1
6845424	5880945-1
6845424	6845424-4
6845424	6845424-5
6845432	6845432-1
6845432	6845432-2
6845455	6845455-1
6845455	6845455-2
6845455	6845455-3
6845622	6549407-1
6845622	4765397-2
6845625	6358327-4
6846086	3950848-1
6846088	6445520-1
6846117	6846117-1
6846737	5270264-1
6846737	6975017-1
6846737	5946601-2
6846740	5745271-3
6846740	6680791-1
6846740	6846740-1
6846740	6846740-2
6846740	6373111-1
6846752	4824767-2
6846752	6818548-2
6846755	6479391-2
6846755	6846755-1
6846986	6297811-2
6846986	6846986-2
6846986	6846986-3
6847044	6847044-1
6847044	6847044-2
6847236	6275555-1
6847313	6847313-1
6847364	5990846-1
6847569	6137319-1
6847569	5986473-3
6847569	6847569-1
6847617	5905391-1
6847617	5410267-2
6847617	5880945-1
6847617	6845424-4
6847617	6845424-5
6847747	6046859-1
6847747	6436318-3
6847762	6847762-1
6847762	7095925-1
6848010	5937009-2
6848010	6848010-2
6848010	6259532-1
6848031	6412050-1
6848039	6848039-1
6848039	6848039-2
6848043	6278592-3
6848043	5915117-3
6848043	6848043-1
6848043	6202204-1
6848046	5940587-1
6848055	6848055-1
6848069	5539832-1
6848069	6381450-3
6848069	6848069-1
6848070	5627788-1
6848093	6742170-2
6848099	6848099-1
6848099	6848099-2
6848100	5999736-3
6848100	5655122-1
6848100	5999736-2
6848100	6848100-2
6848100	6848100-3
6848172	6504242-1
6848172	7439617-2
6848172	6504242-5
6848177	4992980-3
6848177	5739579-1
6848177	6848177-1
6848177	6848177-2
6848177	5969517-1
6848499	5646822-1
6848610	6284531-1
6848936	6848936-1
6849488	6849488-1
6849509	6855639-2
6849509	6689675-1
6849509	6849509-1
6849509	6849509-2
6849509	6849509-5
6849518	6697282-1
6849518	6849518-2
6849518	6849518-3
6849896	4808259-3
6849896	6350651-1
6849896	6849896-2
6849909	6208186-1
6849909	8301970-7
6849909	6849909-2
6849909	6849909-4
6850050	6549272-2
6850050	6850050-2
6850083	6850083-1
6850083	6850083-2
6850122	5986473-1
6850122	6639481-2
6850133	6154366-5
6850144	6864553-2
6850144	6618408-3
6850144	6816323-2
6850240	5227989-2
6850498	6314146-2
6850498	6850498-1
6850513	6654369-2
6850541	7032020-1
6850565	6178204-1
6850565	6404812-1
6850632	5878061-1
6850632	8174113-2
6850632	D389501-7
6850652	6850652-1
6850652	6850652-2
6850899	6182210-1
6850899	6823357-2
6850961	6578138-2
6850961	5546434-1
6850961	6535905-1
6850975	6272472-3
6850975	6850975-1
6850975	6850975-2
6850976	6850976-1
6850984	6850984-1
6850984	6850984-2
6850984	6850984-3
6850984	6850984-4
6851013	5966723-1
6851013	6851013-2
6851027	6851027-1
6851069	5561783-3
6851069	6091431-1
6851069	7345689-2
6852492	5969517-1
6852492	6806543-4
6852492	6747389-2
6852492	6852492-2
6852492	6852492-3
6852631	6838383-1
6852926	5969517-1
6852926	6154366-5
6852926	7170155-1
6852926	6943419-1
6852926	6867060-2
6853061	5513070-3
6853061	6221459-1
6853061	7014488-1
6853061	6586684-1
6853076	5066370-4
6853076	6740427-1
6853076	6740427-3
6853076	6838299-4
6853076	6853076-3
6853254	6853254-1
6853287	6864553-2
6853287	6618408-3
6853287	6816323-2
6853337	6853337-1
6853571	5621687-1
6853620	6421785-2
6853620	7010629-2
6853644	6424175-3
6853644	6853644-2
6853654	6763047-2
6853654	6704332-5
6853654	6853654-1
6853654	6282215-2
6853671	4654909-1
6853671	6470104-1
6853671	6751002-1
6853671	5854804-1
6853720	6853720-1
6853723	6853723-1
6853759	6853759-1
6853759	6721087-1
6853759	6853759-3
6853967	6853967-1
6854033	5996060-1
6854033	6854033-1
6854045	6772258-1
6854045	6854045-1
6854045	6854045-3
6854118	6578138-2
6854118	5546434-1
6854118	6535905-1
6854122	6567977-1
6854122	6854122-1
6854174	6854174-1
6854693	6146176-1
6854693	6854693-1
6854979	5513070-3
6854979	5944093-1
6854979	8166215-4
6855639	6849509-1
6855639	6624127-3
6855639	6855639-2
6855639	6855639-3
6855639	6855639-5
6855946	7124309-3
6855946	5969517-1
6855946	5805421-2
6855946	6908227-2
6855946	6519744-3
6855995	6849488-1
6856043	6856043-1
6856129	4316106-2
6856129	6856129-1
6856129	6856129-2
6856129	6856129-3
6856129	6856129-4
6856172	4496861-1
6856198	6501256-3
6856198	6856198-2
6856226	5285017-1
